full-fledged_rock: Topic: 5, Keyword number: 0
tune_favourite: Topic: 81, Keyword number: 4
busybody_carlotta: Topic: 81, Keyword number: 5
obscure_impeccably: Topic: 81, Keyword number: 6
produced_distracting: Topic: 81, Keyword number: 7
crab_teen: Topic: 81, Keyword number: 8
hercules_successively: Topic: 81, Keyword number: 9
pocahontas_hunchback: Topic: 81, Keyword number: 10
berth_lion: Topic: 81, Keyword number: 11
suddenly: Topic: 81, Keyword number: 12
finest: Topic: 81, Keyword number: 13
wife_must: Topic: 85, Keyword number: 0
position: Topic: 86, Keyword number: 0
borrowers: Topic: 88, Keyword number: 0
clock: Topic: 88, Keyword number: 1
inch: Topic: 88, Keyword number: 2
tall: Topic: 88, Keyword number: 3
surpass_curse: Topic: 88, Keyword number: 4
lose_suspension: Topic: 88, Keyword number: 5
times_spot: Topic: 88, Keyword number: 6
borrowers_well: Topic: 88, Keyword number: 7
effects_borrowers: Topic: 88, Keyword number: 8
cgi_special: Topic: 88, Keyword number: 9
shots_cgi: Topic: 88, Keyword number: 10
film's_many: Topic: 88, Keyword number: 11
well_film's: Topic: 88, Keyword number: 12
performance_suits: Topic: 88, Keyword number: 13
performance_veers: Topic: 88, Keyword number: 14
perils_could: Topic: 88, Keyword number: 15
story_screenwriters: Topic: 88, Keyword number: 16
predicaments_clock: Topic: 88, Keyword number: 17
details_nearly: Topic: 88, Keyword number: 18
background_details: Topic: 88, Keyword number: 19
especially_furnishings: Topic: 88, Keyword number: 20
exterminator_jeff: Topic: 88, Keyword number: 21
save_household: Topic: 88, Keyword number: 22
peagreen_tom: Topic: 88, Keyword number: 23
newbigin_peagreen: Topic: 88, Keyword number: 24
familiar_world: Topic: 89, Keyword number: 0
familiar_things: Topic: 89, Keyword number: 1
reality_refreshing: Topic: 89, Keyword number: 2
told_make: Topic: 89, Keyword number: 3
since_basic: Topic: 89, Keyword number: 4
certain_flair: Topic: 89, Keyword number: 5
clearly_seen: Topic: 89, Keyword number: 6
like_fun: Topic: 89, Keyword number: 7
role_scripted: Topic: 89, Keyword number: 8
color_movie: Topic: 89, Keyword number: 9
known_danielle: Topic: 89, Keyword number: 10
part_masked: Topic: 89, Keyword number: 11
original_different: Topic: 89, Keyword number: 12
someone_try: Topic: 89, Keyword number: 13
knows_well: Topic: 89, Keyword number: 14
one_famous: Topic: 89, Keyword number: 15
although_doubt: Topic: 89, Keyword number: 16
top_actors: Topic: 89, Keyword number: 17
humphry_bogart: Topic: 89, Keyword number: 18
triangle_thrown: Topic: 89, Keyword number: 19
casablanca_stood: Topic: 89, Keyword number: 20
made_casablanca: Topic: 89, Keyword number: 21
smitten: Topic: 89, Keyword number: 22
love_story: Topic: 89, Keyword number: 23
takes_back: Topic: 89, Keyword number: 24
obvious_resolution: Topic: 95, Keyword number: 0
find_furtwangler: Topic: 95, Keyword number: 1
follow-up: Topic: 95, Keyword number: 2
revisits_florence: Topic: 97, Keyword number: 0
stravinsky's_firebird: Topic: 97, Keyword number: 1
playing_antics: Topic: 97, Keyword number: 2
span_studio's: Topic: 97, Keyword number: 3
saint-saens_paul: Topic: 97, Keyword number: 4
section: Topic: 99, Keyword number: 0
craft: Topic: 99, Keyword number: 1
events: Topic: 99, Keyword number: 2
sam_neill: Topic: 99, Keyword number: 3
sam: Topic: 99, Keyword number: 4
invented: Topic: 99, Keyword number: 5
jamaica_isn't: Topic: 99, Keyword number: 6
monetary: Topic: 99, Keyword number: 7
owing_involvement: Topic: 99, Keyword number: 8
screen_quips: Topic: 99, Keyword number: 9
inhabitants_instead: Topic: 99, Keyword number: 10
struthers: Topic: 99, Keyword number: 11
particularly_people: Topic: 99, Keyword number: 12
try_savor: Topic: 99, Keyword number: 13
comedy_popular: Topic: 99, Keyword number: 14
bad_look: Topic: 99, Keyword number: 15
gisbourne_example: Topic: 99, Keyword number: 16
win_splitting: Topic: 99, Keyword number: 17
picture_usual: Topic: 99, Keyword number: 18
toothy: Topic: 99, Keyword number: 19
erich_wolfgang: Topic: 99, Keyword number: 20
robin_hood: Topic: 99, Keyword number: 21
picked_copy: Topic: 99, Keyword number: 22
mind_find: Topic: 99, Keyword number: 23
ones_color: Topic: 99, Keyword number: 24
piper_old: Topic: 103, Keyword number: 0
burnell_played: Topic: 103, Keyword number: 1
psyche_root: Topic: 103, Keyword number: 2
although: Topic: 103, Keyword number: 3
movie: Topic: 107, Keyword number: 0
even: Topic: 107, Keyword number: 1
many: Topic: 107, Keyword number: 2
boy: Topic: 107, Keyword number: 3
doubtfire: Topic: 107, Keyword number: 4
feel: Topic: 107, Keyword number: 5
something: Topic: 107, Keyword number: 6
like: Topic: 107, Keyword number: 7
isn't: Topic: 107, Keyword number: 8
wahlberg: Topic: 107, Keyword number: 9
much: Topic: 107, Keyword number: 10
enough: Topic: 107, Keyword number: 11
still: Topic: 107, Keyword number: 12
seem: Topic: 107, Keyword number: 13
pretty: Topic: 107, Keyword number: 14
children: Topic: 107, Keyword number: 15
family: Topic: 107, Keyword number: 16
director: Topic: 107, Keyword number: 17
tom: Topic: 107, Keyword number: 18
plot: Topic: 107, Keyword number: 19
place: Topic: 107, Keyword number: 20
divorce: Topic: 107, Keyword number: 21
worlds: Topic: 107, Keyword number: 22
wood: Topic: 107, Keyword number: 23
pieces: Topic: 107, Keyword number: 24
cartoonish-barlow's: Topic: 113, Keyword number: 0
mutes: Topic: 113, Keyword number: 1
see_ceiling: Topic: 113, Keyword number: 2
cube_pvt: Topic: 113, Keyword number: 3
tarantino's_early: Topic: 113, Keyword number: 4
seinfeld: Topic: 113, Keyword number: 5
isn't_easy: Topic: 113, Keyword number: 6
mission: Topic: 113, Keyword number: 7
hungry: Topic: 113, Keyword number: 8
imagine: Topic: 113, Keyword number: 9
filled: Topic: 113, Keyword number: 10
temptation_start: Topic: 114, Keyword number: 0
martians: Topic: 119, Keyword number: 0
squashed_aliens: Topic: 119, Keyword number: 1
martians_destroying: Topic: 119, Keyword number: 2
earth_using: Topic: 119, Keyword number: 3
martians_attacking: Topic: 119, Keyword number: 4
film_feeling: Topic: 119, Keyword number: 5
hillarous_tim: Topic: 119, Keyword number: 6
officials: Topic: 119, Keyword number: 7
load: Topic: 119, Keyword number: 8
rubbish: Topic: 119, Keyword number: 9
sci: Topic: 119, Keyword number: 10
nicholson_plays: Topic: 119, Keyword number: 11
foot: Topic: 119, Keyword number: 12
entering: Topic: 119, Keyword number: 13
guns: Topic: 119, Keyword number: 14
highly: Topic: 119, Keyword number: 15
film_eases: Topic: 129, Keyword number: 0
comedy_john: Topic: 129, Keyword number: 1
scares_terror: Topic: 129, Keyword number: 2
make-up_special: Topic: 129, Keyword number: 3
that's_pretty: Topic: 129, Keyword number: 4
duke: Topic: 130, Keyword number: 0
grease: Topic: 130, Keyword number: 1
sandy: Topic: 130, Keyword number: 2
danny: Topic: 130, Keyword number: 3
events: Topic: 130, Keyword number: 4
elliott: Topic: 130, Keyword number: 5
parlor: Topic: 130, Keyword number: 6
viewers: Topic: 130, Keyword number: 7
insubstantial_glory: Topic: 130, Keyword number: 8
insubstantial: Topic: 130, Keyword number: 9
foundation_rohmer's: Topic: 130, Keyword number: 10
recreation_calls: Topic: 130, Keyword number: 11
rohmer's_imperfect: Topic: 130, Keyword number: 12
enjoyment_lady: Topic: 130, Keyword number: 13
identification_lazy: Topic: 130, Keyword number: 14
action_futile: Topic: 130, Keyword number: 15
stones_duke: Topic: 130, Keyword number: 16
therefore_values: Topic: 130, Keyword number: 17
upon_person: Topic: 130, Keyword number: 18
pampered_life: Topic: 130, Keyword number: 19
house_searches: Topic: 130, Keyword number: 20
equalizers: Topic: 130, Keyword number: 21
passport_one: Topic: 130, Keyword number: 22
grace_finds: Topic: 130, Keyword number: 23
death_grace: Topic: 130, Keyword number: 24
coen: Topic: 131, Keyword number: 0
star: Topic: 131, Keyword number: 1
final_fantasy: Topic: 131, Keyword number: 2
japanese: Topic: 131, Keyword number: 3
goons_collect: Topic: 131, Keyword number: 4
fargo_say: Topic: 131, Keyword number: 5
town_two: Topic: 131, Keyword number: 6
film_you'd: Topic: 131, Keyword number: 7
game_eager: Topic: 131, Keyword number: 8
bought_least: Topic: 131, Keyword number: 9
question_roughly: Topic: 131, Keyword number: 10
bearable_considering: Topic: 131, Keyword number: 11
science-heavy: Topic: 131, Keyword number: 12
guns_special: Topic: 131, Keyword number: 13
humans_hurt: Topic: 131, Keyword number: 14
ships_humans: Topic: 131, Keyword number: 15
story_complicated: Topic: 131, Keyword number: 16
fact_japanese: Topic: 131, Keyword number: 17
incorporated_script: Topic: 131, Keyword number: 18
seems_intricately: Topic: 131, Keyword number: 19
images_serve: Topic: 131, Keyword number: 20
using_eight: Topic: 131, Keyword number: 21
plan_build: Topic: 131, Keyword number: 22
ming-na_sid: Topic: 131, Keyword number: 23
ross_ming-na: Topic: 131, Keyword number: 24
brooks_brooks: Topic: 132, Keyword number: 0
force_adds: Topic: 132, Keyword number: 1
verdell_melvin: Topic: 132, Keyword number: 2
garbage_chute: Topic: 132, Keyword number: 3
melvon's_door: Topic: 132, Keyword number: 4
mentally_handicapped: Topic: 132, Keyword number: 5
aspect: Topic: 132, Keyword number: 6
dismiss: Topic: 132, Keyword number: 7
note_convinces: Topic: 136, Keyword number: 0
realizes_cannot: Topic: 136, Keyword number: 1
preachy_henderson: Topic: 136, Keyword number: 2
olympics_winterbottom: Topic: 136, Keyword number: 3
life's_simplest: Topic: 136, Keyword number: 4
occurred: Topic: 136, Keyword number: 5
screenwriter_frank: Topic: 136, Keyword number: 6
harm's_way: Topic: 136, Keyword number: 7
yugoslavia: Topic: 136, Keyword number: 8
make_way: Topic: 136, Keyword number: 9
concentration: Topic: 136, Keyword number: 10
sit: Topic: 136, Keyword number: 11
statuesque: Topic: 137, Keyword number: 0
worldwide_rumored: Topic: 137, Keyword number: 1
turned_oscar: Topic: 137, Keyword number: 2
lot_fun: Topic: 137, Keyword number: 3
whole_lot: Topic: 137, Keyword number: 4
title_citizen: Topic: 138, Keyword number: 0
going_back: Topic: 138, Keyword number: 1
old-fashioned: Topic: 139, Keyword number: 0
direction: Topic: 139, Keyword number: 1
mamet: Topic: 139, Keyword number: 2
people_don't: Topic: 139, Keyword number: 3
entire_film: Topic: 139, Keyword number: 4
chicago: Topic: 139, Keyword number: 5
doors_kinda: Topic: 139, Keyword number: 6
mamet's_script: Topic: 139, Keyword number: 7
doors: Topic: 139, Keyword number: 8
younger_generation: Topic: 139, Keyword number: 9
minnie_driver: Topic: 139, Keyword number: 10
danes: Topic: 139, Keyword number: 11
sara: Topic: 139, Keyword number: 12
spice: Topic: 139, Keyword number: 13
feel: Topic: 139, Keyword number: 14
actors: Topic: 139, Keyword number: 15
ending: Topic: 139, Keyword number: 16
solving_complex: Topic: 139, Keyword number: 17
style_could: Topic: 139, Keyword number: 18
beguiling_style: Topic: 139, Keyword number: 19
yet_feel: Topic: 139, Keyword number: 20
transformation_ingenuous: Topic: 139, Keyword number: 21
scott's_joe: Topic: 139, Keyword number: 22
manipulative_role: Topic: 139, Keyword number: 23
commanding_manipulative: Topic: 139, Keyword number: 24
steve_rubell: Topic: 140, Keyword number: 0
giant_disco: Topic: 140, Keyword number: 1
gaudy_larger-than-life: Topic: 140, Keyword number: 2
shame_subplot: Topic: 140, Keyword number: 3
slick_sanitized: Topic: 140, Keyword number: 4
prodded_along: Topic: 140, Keyword number: 5
romance_prodded: Topic: 140, Keyword number: 6
patron_he's: Topic: 140, Keyword number: 7
development_ambiguous: Topic: 140, Keyword number: 8
likely_blame: Topic: 140, Keyword number: 9
major_shortcomings: Topic: 140, Keyword number: 10
shane_becomes: Topic: 140, Keyword number: 11
forever_inside: Topic: 140, Keyword number: 12
imagination_never: Topic: 140, Keyword number: 13
industry_loaded: Topic: 140, Keyword number: 14
portrayal_porn: Topic: 140, Keyword number: 15
checks: Topic: 140, Keyword number: 16
criminally: Topic: 140, Keyword number: 17
smooths: Topic: 140, Keyword number: 18
desperately_trying: Topic: 140, Keyword number: 19
show_man: Topic: 140, Keyword number: 20
soap: Topic: 140, Keyword number: 21
attitude: Topic: 140, Keyword number: 22
gibson: Topic: 144, Keyword number: 0
william_wallace: Topic: 144, Keyword number: 1
beautiful_scotch: Topic: 144, Keyword number: 2
composed_james: Topic: 144, Keyword number: 3
work_actor: Topic: 144, Keyword number: 4
wallace_however: Topic: 144, Keyword number: 5
goes_growing: Topic: 144, Keyword number: 6
fighters_wallace: Topic: 144, Keyword number: 7
autonomy_scotland: Topic: 144, Keyword number: 8
king_england: Topic: 144, Keyword number: 9
centuries_seeing: Topic: 144, Keyword number: 10
liberty's_defenders: Topic: 144, Keyword number: 11
william_wallace's: Topic: 144, Keyword number: 12
hours_completely: Topic: 144, Keyword number: 13
magnificent_magisterial: Topic: 144, Keyword number: 14
magisterial: Topic: 144, Keyword number: 15
exactly_well: Topic: 144, Keyword number: 16
sure_mel: Topic: 144, Keyword number: 17
risk_i'm: Topic: 144, Keyword number: 18
huge_challenge: Topic: 144, Keyword number: 19
perform_principal: Topic: 144, Keyword number: 20
century_would: Topic: 144, Keyword number: 21
popular_scotch: Topic: 144, Keyword number: 22
wallace_popular: Topic: 144, Keyword number: 23
produce_direct: Topic: 144, Keyword number: 24
stuart: Topic: 145, Keyword number: 0
family: Topic: 145, Keyword number: 1
placid: Topic: 145, Keyword number: 2
goro: Topic: 145, Keyword number: 3
noodle: Topic: 145, Keyword number: 4
well: Topic: 145, Keyword number: 5
littles: Topic: 145, Keyword number: 6
noodle_shop: Topic: 145, Keyword number: 7
definately: Topic: 145, Keyword number: 8
cat: Topic: 145, Keyword number: 9
adorable: Topic: 145, Keyword number: 10
parts: Topic: 145, Keyword number: 11
sum: Topic: 145, Keyword number: 12
family_films: Topic: 145, Keyword number: 13
pet: Topic: 145, Keyword number: 14
meant: Topic: 145, Keyword number: 15
near: Topic: 145, Keyword number: 16
common: Topic: 145, Keyword number: 17
season: Topic: 145, Keyword number: 18
years_old: Topic: 145, Keyword number: 19
friends: Topic: 145, Keyword number: 20
job_handling: Topic: 145, Keyword number: 21
smashing_home/dance: Topic: 145, Keyword number: 22
returns_back: Topic: 145, Keyword number: 23
earlier_bond: Topic: 145, Keyword number: 24
finn: Topic: 147, Keyword number: 0
often: Topic: 147, Keyword number: 1
estella: Topic: 147, Keyword number: 2
could_ever: Topic: 147, Keyword number: 3
juliet: Topic: 147, Keyword number: 4
physical_level: Topic: 147, Keyword number: 5
bancroft: Topic: 147, Keyword number: 6
hawke: Topic: 147, Keyword number: 7
rental_video: Topic: 147, Keyword number: 8
kind_absurd: Topic: 147, Keyword number: 9
regard_characters: Topic: 147, Keyword number: 10
seems_regard: Topic: 147, Keyword number: 11
instead_tati: Topic: 147, Keyword number: 12
others_humorless: Topic: 147, Keyword number: 13
portrayed_others: Topic: 147, Keyword number: 14
could_portrayed: Topic: 147, Keyword number: 15
disdainful: Topic: 147, Keyword number: 16
tati_top: Topic: 147, Keyword number: 17
occasionally_tati: Topic: 147, Keyword number: 18
wakes_everyone: Topic: 147, Keyword number: 19
joke_hulot's: Topic: 147, Keyword number: 20
directors_would: Topic: 147, Keyword number: 21
comedy_directors: Topic: 147, Keyword number: 22
running_gags: Topic: 147, Keyword number: 23
sitting_dark: Topic: 147, Keyword number: 24
well_many: Topic: 149, Keyword number: 0
fong_sing: Topic: 151, Keyword number: 0
together_able: Topic: 151, Keyword number: 1
despite_director's: Topic: 151, Keyword number: 2
uninvolving_ineffective: Topic: 151, Keyword number: 3
interesting_set: Topic: 151, Keyword number: 4
conflict_among: Topic: 151, Keyword number: 5
begins_suffer: Topic: 151, Keyword number: 6
broadly_comic: Topic: 151, Keyword number: 7
houses_serves: Topic: 151, Keyword number: 8
truthfulness: Topic: 151, Keyword number: 9
spiders: Topic: 151, Keyword number: 10
rays: Topic: 151, Keyword number: 11
teetering: Topic: 151, Keyword number: 12
misguided: Topic: 151, Keyword number: 13
upon: Topic: 151, Keyword number: 14
beatty's: Topic: 152, Keyword number: 0
cattle: Topic: 152, Keyword number: 1
political: Topic: 152, Keyword number: 2
inner-city_lingo: Topic: 152, Keyword number: 3
almost_hip-hop: Topic: 152, Keyword number: 4
local_gangster: Topic: 152, Keyword number: 5
television_interviews: Topic: 152, Keyword number: 6
like_murphy's: Topic: 152, Keyword number: 7
self-righteous_reporter: Topic: 152, Keyword number: 8
perversion_self-righteous: Topic: 152, Keyword number: 9
spin-doctoring: Topic: 152, Keyword number: 10
brink_flushed: Topic: 152, Keyword number: 11
platt_follows: Topic: 152, Keyword number: 12
bulworth_unleashes: Topic: 152, Keyword number: 13
insurance_rep: Topic: 152, Keyword number: 14
sell-out_money: Topic: 152, Keyword number: 15
co-wrote_script: Topic: 152, Keyword number: 16
speaks_truth: Topic: 152, Keyword number: 17
materialistic: Topic: 152, Keyword number: 18
shakespeare_definitive: Topic: 152, Keyword number: 19
wrought_phrase: Topic: 152, Keyword number: 20
declare_important: Topic: 152, Keyword number: 21
