near_dear: Topic: 0, Keyword number: 0
two_lead: Topic: 26, Keyword number: 10
trading_cards: Topic: 26, Keyword number: 11
femme_nikita: Topic: 26, Keyword number: 12
great_scenes: Topic: 26, Keyword number: 13
arrest: Topic: 26, Keyword number: 14
tomlin: Topic: 26, Keyword number: 15
fist: Topic: 26, Keyword number: 16
glover: Topic: 26, Keyword number: 17
martial_arts: Topic: 26, Keyword number: 18
lethal_weapon: Topic: 26, Keyword number: 19
riggs: Topic: 26, Keyword number: 20
screams: Topic: 26, Keyword number: 21
sources: Topic: 26, Keyword number: 22
pesci: Topic: 26, Keyword number: 23
compelling: Topic: 26, Keyword number: 24
dunne: Topic: 27, Keyword number: 0
shyamalan: Topic: 27, Keyword number: 1
three_kings: Topic: 27, Keyword number: 2
cynthia's: Topic: 27, Keyword number: 3
unbreakable: Topic: 27, Keyword number: 4
another_war: Topic: 27, Keyword number: 5
it's_ending: Topic: 27, Keyword number: 6
surprise_ending: Topic: 27, Keyword number: 7
tons: Topic: 27, Keyword number: 8
maurice: Topic: 27, Keyword number: 9
feelings: Topic: 27, Keyword number: 10
gay_teenager: Topic: 27, Keyword number: 11
anderson_stands: Topic: 27, Keyword number: 12
puzzle_left: Topic: 27, Keyword number: 13
host_jon: Topic: 27, Keyword number: 14
surprisingly_admirable: Topic: 27, Keyword number: 15
relationships_presents: Topic: 27, Keyword number: 16
several_couples: Topic: 27, Keyword number: 17
humor_like: Topic: 27, Keyword number: 18
least_highly: Topic: 27, Keyword number: 19
brilliance_lie: Topic: 27, Keyword number: 20
wahlberg_brilliance: Topic: 27, Keyword number: 21
performances_clooney: Topic: 27, Keyword number: 22
eastwood_great: Topic: 27, Keyword number: 23
style_tons: Topic: 27, Keyword number: 24
film: Topic: 28, Keyword number: 0
one: Topic: 28, Keyword number: 1
like: Topic: 28, Keyword number: 2
characters: Topic: 28, Keyword number: 3
much: Topic: 28, Keyword number: 4
best: Topic: 28, Keyword number: 5
without: Topic: 28, Keyword number: 6
smith: Topic: 28, Keyword number: 7
particularly: Topic: 28, Keyword number: 8
back: Topic: 28, Keyword number: 9
story: Topic: 28, Keyword number: 10
many: Topic: 28, Keyword number: 11
man: Topic: 28, Keyword number: 12
performance: Topic: 28, Keyword number: 13
thought: Topic: 28, Keyword number: 14
film's: Topic: 28, Keyword number: 15
including: Topic: 28, Keyword number: 16
movie: Topic: 28, Keyword number: 17
made: Topic: 28, Keyword number: 18
jason: Topic: 28, Keyword number: 19
mostly: Topic: 28, Keyword number: 20
far: Topic: 28, Keyword number: 21
seen: Topic: 28, Keyword number: 22
could: Topic: 28, Keyword number: 23
friends: Topic: 28, Keyword number: 24
dewey: Topic: 29, Keyword number: 0
sidney: Topic: 29, Keyword number: 1
reporter: Topic: 29, Keyword number: 2
shannon: Topic: 29, Keyword number: 3
dimension: Topic: 29, Keyword number: 4
weary: Topic: 29, Keyword number: 5
earn: Topic: 29, Keyword number: 6
mcguire: Topic: 29, Keyword number: 7
fellow_film: Topic: 29, Keyword number: 8
convict: Topic: 29, Keyword number: 9
contrived: Topic: 29, Keyword number: 10
case: Topic: 29, Keyword number: 11
well-developed: Topic: 29, Keyword number: 12
send-up: Topic: 29, Keyword number: 13
irvin_shows: Topic: 29, Keyword number: 14
croatia: Topic: 29, Keyword number: 15
mcgowan's: Topic: 29, Keyword number: 16
timothy_olyphant: Topic: 29, Keyword number: 17
elise: Topic: 29, Keyword number: 18
artificially: Topic: 29, Keyword number: 19
williamson's: Topic: 29, Keyword number: 20
imitation: Topic: 29, Keyword number: 21
christopher_walken: Topic: 29, Keyword number: 22
slasher: Topic: 29, Keyword number: 23
dinsmoor: Topic: 29, Keyword number: 24
task_steal: Topic: 30, Keyword number: 0
problems_real: Topic: 30, Keyword number: 1
show_didn't: Topic: 30, Keyword number: 2
considerable_movie: Topic: 30, Keyword number: 3
cop_played: Topic: 30, Keyword number: 4
cheadle_lends: Topic: 30, Keyword number: 5
unnerving_sheer: Topic: 30, Keyword number: 6
nights_exceedingly: Topic: 30, Keyword number: 7
baby_cinematographer's: Topic: 30, Keyword number: 8
reveal_films: Topic: 30, Keyword number: 9
local_top: Topic: 30, Keyword number: 10
academy_performance: Topic: 30, Keyword number: 11
pacino_although: Topic: 30, Keyword number: 12
stands_another: Topic: 30, Keyword number: 13
tony_also: Topic: 30, Keyword number: 14
lot_cute: Topic: 30, Keyword number: 15
stubborn_dick: Topic: 30, Keyword number: 16
slick_sounds: Topic: 30, Keyword number: 17
football_movie: Topic: 30, Keyword number: 18
every_opportunity: Topic: 30, Keyword number: 19
films_time: Topic: 30, Keyword number: 20
leguizamo: Topic: 30, Keyword number: 21
insult: Topic: 30, Keyword number: 22
screenwriter: Topic: 30, Keyword number: 23
hill_seduce: Topic: 30, Keyword number: 24
margaret: Topic: 31, Keyword number: 0
deep: Topic: 31, Keyword number: 1
margaret's: Topic: 31, Keyword number: 2
visnjic: Topic: 31, Keyword number: 3
holding's: Topic: 31, Keyword number: 4
margaret's_life: Topic: 31, Keyword number: 5
darby: Topic: 31, Keyword number: 6
father-in-law: Topic: 31, Keyword number: 7
blue: Topic: 31, Keyword number: 8
peter: Topic: 31, Keyword number: 9
sewer: Topic: 31, Keyword number: 10
calder: Topic: 31, Keyword number: 11
icy: Topic: 31, Keyword number: 12
margaret_hall: Topic: 31, Keyword number: 13
donat: Topic: 31, Keyword number: 14
siegel_suture: Topic: 31, Keyword number: 15
blank_wall: Topic: 31, Keyword number: 16
holding's_novel: Topic: 31, Keyword number: 17
based_elisabeth: Topic: 31, Keyword number: 18
boathouse: Topic: 31, Keyword number: 19
tahoe: Topic: 31, Keyword number: 20
tucker: Topic: 31, Keyword number: 21
villains: Topic: 31, Keyword number: 22
life_becomes: Topic: 31, Keyword number: 23
thriller: Topic: 31, Keyword number: 24
hoffman: Topic: 32, Keyword number: 0
failed: Topic: 32, Keyword number: 1
heavy: Topic: 32, Keyword number: 2
quiz: Topic: 32, Keyword number: 3
thomas: Topic: 32, Keyword number: 4
aloft: Topic: 32, Keyword number: 5
spoiler_heavy: Topic: 32, Keyword number: 6
quiz_show: Topic: 32, Keyword number: 7
mesmerizing: Topic: 32, Keyword number: 8
thy: Topic: 32, Keyword number: 9
william_macy: Topic: 32, Keyword number: 10
moment: Topic: 32, Keyword number: 11
dying: Topic: 32, Keyword number: 12
challenges: Topic: 32, Keyword number: 13
updrafts: Topic: 32, Keyword number: 14
jeremy_blackman: Topic: 32, Keyword number: 15
baker_hall: Topic: 32, Keyword number: 16
amends: Topic: 32, Keyword number: 17
jason_robards: Topic: 32, Keyword number: 18
ambiguous: Topic: 32, Keyword number: 19
tie: Topic: 32, Keyword number: 20
hall: Topic: 32, Keyword number: 21
bowden_credibility-in: Topic: 32, Keyword number: 22
create_emotion: Topic: 32, Keyword number: 23
employed_nonprofessional: Topic: 32, Keyword number: 24
redefines: Topic: 33, Keyword number: 0
sex_love: Topic: 33, Keyword number: 1
fat: Topic: 33, Keyword number: 2
horror/sci-fi_film: Topic: 33, Keyword number: 3
means_international: Topic: 33, Keyword number: 4
bit_silly: Topic: 33, Keyword number: 5
etc_movie: Topic: 33, Keyword number: 6
dick_etc: Topic: 33, Keyword number: 7
weanies_johnny: Topic: 33, Keyword number: 8
nowadays_weanies: Topic: 33, Keyword number: 9
relationship_children: Topic: 33, Keyword number: 10
lot_relationship: Topic: 33, Keyword number: 11
com_zip: Topic: 33, Keyword number: 12
unique_relationship: Topic: 33, Keyword number: 13
affair_unique: Topic: 33, Keyword number: 14
redefines_solo: Topic: 33, Keyword number: 15
austin_felicity: Topic: 33, Keyword number: 16
affair_austin: Topic: 33, Keyword number: 17
frau: Topic: 33, Keyword number: 18
ivana_humpalot: Topic: 33, Keyword number: 19
wrongly_implied: Topic: 33, Keyword number: 20
bastard_redefines: Topic: 33, Keyword number: 21
wear_screen: Topic: 33, Keyword number: 22
hair_real: Topic: 33, Keyword number: 23
mini_austin: Topic: 33, Keyword number: 24
speaks_he's: Topic: 34, Keyword number: 0
revolver: Topic: 34, Keyword number: 1
inventive_humor: Topic: 34, Keyword number: 2
greg_proves: Topic: 34, Keyword number: 3
ed's_mother: Topic: 34, Keyword number: 4
things--nielsen-boosting_kinds: Topic: 34, Keyword number: 5
couple_pop: Topic: 34, Keyword number: 6
fame_watching: Topic: 34, Keyword number: 7
watch_soil: Topic: 34, Keyword number: 8
apparently_people: Topic: 34, Keyword number: 9
follies: Topic: 34, Keyword number: 10
beliefs_pain: Topic: 34, Keyword number: 11
personal_par: Topic: 34, Keyword number: 12
he's_referring: Topic: 34, Keyword number: 13
smithee_sign: Topic: 34, Keyword number: 14
that's_macguffin: Topic: 34, Keyword number: 15
allowed_grounds: Topic: 34, Keyword number: 16
aimed_directing: Topic: 34, Keyword number: 17
moved_could: Topic: 34, Keyword number: 18
story_derek: Topic: 34, Keyword number: 19
intelligently_never: Topic: 34, Keyword number: 20
meets_world: Topic: 34, Keyword number: 21
even_derek's: Topic: 34, Keyword number: 22
furlong's: Topic: 34, Keyword number: 23
travelled: Topic: 34, Keyword number: 24
rocky: Topic: 35, Keyword number: 0
rocky's: Topic: 35, Keyword number: 1
clubber: Topic: 35, Keyword number: 2
barry_bostwick: Topic: 35, Keyword number: 3
disc_also: Topic: 35, Keyword number: 4
floor_show: Topic: 35, Keyword number: 5
apollo_creed: Topic: 35, Keyword number: 6
creed: Topic: 35, Keyword number: 7
rocky_sylvester: Topic: 35, Keyword number: 8
considerably: Topic: 35, Keyword number: 9
fight_club: Topic: 35, Keyword number: 10
handyman: Topic: 35, Keyword number: 11
stockard: Topic: 35, Keyword number: 12
trainer: Topic: 35, Keyword number: 13
stage: Topic: 35, Keyword number: 14
lasting: Topic: 35, Keyword number: 15
parody: Topic: 35, Keyword number: 16
one_it's: Topic: 35, Keyword number: 17
color: Topic: 35, Keyword number: 18
filmmaking_genre: Topic: 35, Keyword number: 19
charm_spontaneity: Topic: 35, Keyword number: 20
interaction_understand: Topic: 35, Keyword number: 21
general_turbulence: Topic: 35, Keyword number: 22
elderly_priest: Topic: 35, Keyword number: 23
forman_elderly: Topic: 35, Keyword number: 24
von_bulow: Topic: 36, Keyword number: 0
bulow: Topic: 36, Keyword number: 1
heaven: Topic: 36, Keyword number: 2
arnold: Topic: 36, Keyword number: 3
works: Topic: 36, Keyword number: 4
sunny_von: Topic: 36, Keyword number: 5
reversal_fortune: Topic: 36, Keyword number: 6
germany: Topic: 36, Keyword number: 7
fortune: Topic: 36, Keyword number: 8
designer: Topic: 36, Keyword number: 9
dershowitz: Topic: 36, Keyword number: 10
conductor: Topic: 36, Keyword number: 11
death: Topic: 36, Keyword number: 12
murder: Topic: 36, Keyword number: 13
music: Topic: 36, Keyword number: 14
annabella_sciorra: Topic: 36, Keyword number: 15
betty: Topic: 36, Keyword number: 16
foil: Topic: 36, Keyword number: 17
cannot: Topic: 36, Keyword number: 18
robin_williams: Topic: 36, Keyword number: 19
production_designer: Topic: 36, Keyword number: 20
viewer: Topic: 36, Keyword number: 21
lines: Topic: 36, Keyword number: 22
narrator: Topic: 36, Keyword number: 23
claus: Topic: 36, Keyword number: 24
japan: Topic: 37, Keyword number: 0
everything_sandra: Topic: 37, Keyword number: 1
animals_property: Topic: 37, Keyword number: 2
journal: Topic: 37, Keyword number: 3
strange_christopher: Topic: 37, Keyword number: 4
brother_shocked: Topic: 37, Keyword number: 5
unforgettable_climax: Topic: 37, Keyword number: 6
gist_prior: Topic: 37, Keyword number: 7
especially_film: Topic: 37, Keyword number: 8
done_indeed: Topic: 37, Keyword number: 9
search_origin: Topic: 37, Keyword number: 10
bring_death: Topic: 37, Keyword number: 11
videotape_bring: Topic: 37, Keyword number: 12
written_stephen: Topic: 37, Keyword number: 13
please_tell: Topic: 37, Keyword number: 14
phobia_asian: Topic: 37, Keyword number: 15
always_phobia: Topic: 37, Keyword number: 16
creepiest_movies: Topic: 37, Keyword number: 17
cite_divine: Topic: 37, Keyword number: 18
unfortunate_brett: Topic: 37, Keyword number: 19
roles_equally: Topic: 37, Keyword number: 20
love_film: Topic: 37, Keyword number: 21
hated_films: Topic: 37, Keyword number: 22
loved_hated: Topic: 37, Keyword number: 23
origin: Topic: 37, Keyword number: 24
film: Topic: 38, Keyword number: 0
one: Topic: 38, Keyword number: 1
it's: Topic: 38, Keyword number: 2
good: Topic: 38, Keyword number: 3
two: Topic: 38, Keyword number: 4
character: Topic: 38, Keyword number: 5
see: Topic: 38, Keyword number: 6
way: Topic: 38, Keyword number: 7
movie: Topic: 38, Keyword number: 8
dog: Topic: 38, Keyword number: 9
time: Topic: 38, Keyword number: 10
man: Topic: 38, Keyword number: 11
really: Topic: 38, Keyword number: 12
may: Topic: 38, Keyword number: 13
also: Topic: 38, Keyword number: 14
put: Topic: 38, Keyword number: 15
james: Topic: 38, Keyword number: 16
many: Topic: 38, Keyword number: 17
come: Topic: 38, Keyword number: 18
better: Topic: 38, Keyword number: 19
right: Topic: 38, Keyword number: 20
comes: Topic: 38, Keyword number: 21
watch: Topic: 38, Keyword number: 22
sequence: Topic: 38, Keyword number: 23
rather: Topic: 38, Keyword number: 24
warriors: Topic: 39, Keyword number: 0
apes: Topic: 39, Keyword number: 1
ape: Topic: 39, Keyword number: 2
burton's: Topic: 39, Keyword number: 3
original: Topic: 39, Keyword number: 4
planet_apes: Topic: 39, Keyword number: 5
planet: Topic: 39, Keyword number: 6
wahlberg: Topic: 39, Keyword number: 7
fine: Topic: 39, Keyword number: 8
davidson: Topic: 39, Keyword number: 9
chimp: Topic: 39, Keyword number: 10
breakdown: Topic: 39, Keyword number: 11
wells: Topic: 39, Keyword number: 12
bonham_carter: Topic: 39, Keyword number: 13
charlton_heston: Topic: 39, Keyword number: 14
heston: Topic: 39, Keyword number: 15
charlton: Topic: 39, Keyword number: 16
leo_davidson: Topic: 39, Keyword number: 17
leo: Topic: 39, Keyword number: 18
bonham: Topic: 39, Keyword number: 19
astronaut: Topic: 39, Keyword number: 20
rick: Topic: 39, Keyword number: 21
accused: Topic: 39, Keyword number: 22
monkeys: Topic: 39, Keyword number: 23
carter: Topic: 39, Keyword number: 24
capra: Topic: 40, Keyword number: 0
stewart: Topic: 40, Keyword number: 1
jimmy_stewart: Topic: 40, Keyword number: 2
life_george: Topic: 40, Keyword number: 3
capra's: Topic: 40, Keyword number: 4
actually_listen: Topic: 40, Keyword number: 5
enthusiast_visits: Topic: 40, Keyword number: 6
anyway_age: Topic: 40, Keyword number: 7
capra_famous: Topic: 40, Keyword number: 8
fruitition_film: Topic: 40, Keyword number: 9
town_folk: Topic: 40, Keyword number: 10
film_usual: Topic: 40, Keyword number: 11
obviously_since: Topic: 40, Keyword number: 12
calibre_actors: Topic: 40, Keyword number: 13
heads_perfect: Topic: 40, Keyword number: 14
pollster: Topic: 40, Keyword number: 15
stewart_peak: Topic: 40, Keyword number: 16
refuses_buy: Topic: 40, Keyword number: 17
color_contrasted: Topic: 40, Keyword number: 18
celebrated_loved: Topic: 40, Keyword number: 19
holiday_film: Topic: 40, Keyword number: 20
pigeon-holed: Topic: 40, Keyword number: 21
much_capra: Topic: 40, Keyword number: 22
almost_reversal: Topic: 40, Keyword number: 23
perfection_crackling: Topic: 40, Keyword number: 24
rising: Topic: 41, Keyword number: 0
dalton: Topic: 41, Keyword number: 1
always_dies: Topic: 41, Keyword number: 2
movies_kind: Topic: 41, Keyword number: 3
says: Topic: 41, Keyword number: 4
firepower: Topic: 41, Keyword number: 5
good_time: Topic: 41, Keyword number: 6
reading_people: Topic: 41, Keyword number: 7
like_goldfinger: Topic: 41, Keyword number: 8
tell_adore: Topic: 41, Keyword number: 9
direction_remember: Topic: 41, Keyword number: 10
slimy_lovable: Topic: 41, Keyword number: 11
awesome_villain: Topic: 41, Keyword number: 12
active_great: Topic: 41, Keyword number: 13
depth_yeoh: Topic: 41, Keyword number: 14
pussy_galore: Topic: 41, Keyword number: 15
great_yeoh: Topic: 41, Keyword number: 16
feature_much: Topic: 41, Keyword number: 17
sequences_let-down: Topic: 41, Keyword number: 18
time_annoying: Topic: 41, Keyword number: 19
admitting_reason: Topic: 41, Keyword number: 20
shows_wade: Topic: 41, Keyword number: 21
usual_desmond: Topic: 41, Keyword number: 22
arian-looking_mention: Topic: 41, Keyword number: 23
fault_part: Topic: 41, Keyword number: 24
elizabeth's: Topic: 42, Keyword number: 0
sir: Topic: 42, Keyword number: 1
attenborough_well-meaning: Topic: 42, Keyword number: 2
remi: Topic: 42, Keyword number: 3
walken: Topic: 42, Keyword number: 4
finish_sewing: Topic: 42, Keyword number: 5
snodgress_confronts: Topic: 42, Keyword number: 6
marriage_carly: Topic: 42, Keyword number: 7
elizabeth's_struggle: Topic: 42, Keyword number: 8
dramatic_cinematic: Topic: 42, Keyword number: 9
times_injections: Topic: 42, Keyword number: 10
doted_lovingly: Topic: 42, Keyword number: 11
galas_dark: Topic: 42, Keyword number: 12
hills_extravagant: Topic: 42, Keyword number: 13
almost_interesting: Topic: 42, Keyword number: 14
beauty_blanchett: Topic: 42, Keyword number: 15
self-consciousness: Topic: 42, Keyword number: 16
iron-fisted: Topic: 42, Keyword number: 17
drawn_cadre: Topic: 42, Keyword number: 18
elizabeth_surrounded: Topic: 42, Keyword number: 19
kingdom_elizabeth: Topic: 42, Keyword number: 20
new_path: Topic: 42, Keyword number: 21
steely-eyed: Topic: 42, Keyword number: 22
finds_assault: Topic: 42, Keyword number: 23
renounce_faith: Topic: 42, Keyword number: 24
worm: Topic: 43, Keyword number: 0
sites_we've: Topic: 43, Keyword number: 1
precise_allure: Topic: 43, Keyword number: 2
someplace_new: Topic: 43, Keyword number: 3
every_adventurous: Topic: 43, Keyword number: 4
