fully-ripened_comic: Topic: 2, Keyword number: 0
smith: Topic: 50, Keyword number: 11
people: Topic: 50, Keyword number: 12
reason: Topic: 50, Keyword number: 13
often: Topic: 50, Keyword number: 14
amazing: Topic: 50, Keyword number: 15
action: Topic: 50, Keyword number: 16
didn't: Topic: 50, Keyword number: 17
someone: Topic: 50, Keyword number: 18
williams: Topic: 50, Keyword number: 19
case: Topic: 50, Keyword number: 20
adventure: Topic: 50, Keyword number: 21
mean: Topic: 50, Keyword number: 22
apparent: Topic: 50, Keyword number: 23
ask: Topic: 50, Keyword number: 24
characters_lives: Topic: 51, Keyword number: 0
greater_ill-luck: Topic: 51, Keyword number: 1
behind_dreams: Topic: 51, Keyword number: 2
accommodates: Topic: 51, Keyword number: 3
bear_gained: Topic: 51, Keyword number: 4
confront_wife's: Topic: 51, Keyword number: 5
must_tempting: Topic: 51, Keyword number: 6
relationship_ilona: Topic: 51, Keyword number: 7
social_environment: Topic: 51, Keyword number: 8
people_worth: Topic: 51, Keyword number: 9
reduces_people: Topic: 51, Keyword number: 10
satire_black: Topic: 51, Keyword number: 11
wages: Topic: 51, Keyword number: 12
economy: Topic: 51, Keyword number: 13
former_employer: Topic: 51, Keyword number: 14
bought: Topic: 51, Keyword number: 15
broad: Topic: 51, Keyword number: 16
cuba: Topic: 52, Keyword number: 0
revolution: Topic: 52, Keyword number: 1
cuba's: Topic: 52, Keyword number: 2
memorias: Topic: 52, Keyword number: 3
chocolate: Topic: 52, Keyword number: 4
david's: Topic: 52, Keyword number: 5
cuban: Topic: 52, Keyword number: 6
current: Topic: 52, Keyword number: 7
propaganda_otherwise: Topic: 52, Keyword number: 8
point_although: Topic: 52, Keyword number: 9
charade_artists: Topic: 52, Keyword number: 10
accept_charade: Topic: 52, Keyword number: 11
refuse_accept: Topic: 52, Keyword number: 12
silenced: Topic: 52, Keyword number: 13
ivan_nuez: Topic: 52, Keyword number: 14
critic_ivan: Topic: 52, Keyword number: 15
totally_manipulated: Topic: 52, Keyword number: 16
sprang_totally: Topic: 52, Keyword number: 17
artistic_manifestations: Topic: 52, Keyword number: 18
many_artistic: Topic: 52, Keyword number: 19
expressed_sentiment: Topic: 52, Keyword number: 20
presaged_intuition: Topic: 52, Keyword number: 21
aguilar_leon's: Topic: 52, Keyword number: 22
luis_aguilar: Topic: 52, Keyword number: 23
political_window: Topic: 52, Keyword number: 24
gay: Topic: 53, Keyword number: 0
reynolds: Topic: 53, Keyword number: 1
kill: Topic: 53, Keyword number: 2
brother: Topic: 53, Keyword number: 3
instead: Topic: 53, Keyword number: 4
instead_gives: Topic: 53, Keyword number: 5
doll: Topic: 53, Keyword number: 6
trained_see: Topic: 53, Keyword number: 7
homosexuality_lesbianism: Topic: 53, Keyword number: 8
contain_homosexuality: Topic: 53, Keyword number: 9
quoted: Topic: 53, Keyword number: 10
hitchcock: Topic: 53, Keyword number: 11
depiction: Topic: 53, Keyword number: 12
debbie_reynolds: Topic: 53, Keyword number: 13
coburn: Topic: 53, Keyword number: 14
association: Topic: 53, Keyword number: 15
client: Topic: 53, Keyword number: 16
savoring: Topic: 53, Keyword number: 17
however_like: Topic: 53, Keyword number: 18
trained: Topic: 53, Keyword number: 19
celluloid: Topic: 53, Keyword number: 20
journey: Topic: 53, Keyword number: 21
leads: Topic: 53, Keyword number: 22
extremely: Topic: 53, Keyword number: 23
society: Topic: 53, Keyword number: 24
last: Topic: 56, Keyword number: 0
know: Topic: 56, Keyword number: 1
five: Topic: 56, Keyword number: 2
length: Topic: 56, Keyword number: 3
still: Topic: 56, Keyword number: 4
addition: Topic: 56, Keyword number: 5
murder: Topic: 56, Keyword number: 6
mills: Topic: 56, Keyword number: 7
vietnam_war: Topic: 56, Keyword number: 8
lieutenant: Topic: 56, Keyword number: 9
segment: Topic: 56, Keyword number: 10
world_war: Topic: 56, Keyword number: 11
somersets: Topic: 56, Keyword number: 12
thing_remember: Topic: 56, Keyword number: 13
doe: Topic: 56, Keyword number: 14
accomplishment: Topic: 56, Keyword number: 15
potential_obstacles: Topic: 56, Keyword number: 16
victims: Topic: 56, Keyword number: 17
moll: Topic: 56, Keyword number: 18
documentary_it's: Topic: 56, Keyword number: 19
hungarian: Topic: 56, Keyword number: 20
madness: Topic: 56, Keyword number: 21
closing: Topic: 56, Keyword number: 22
sexual: Topic: 56, Keyword number: 23
started: Topic: 56, Keyword number: 24
mettle_action: Topic: 58, Keyword number: 0
costume_begins: Topic: 58, Keyword number: 1
funny_twists: Topic: 58, Keyword number: 2
lauren_eckstrom: Topic: 58, Keyword number: 3
looks_charm: Topic: 58, Keyword number: 4
film's_images: Topic: 58, Keyword number: 5
bike_messengers: Topic: 58, Keyword number: 6
anyone_idea: Topic: 58, Keyword number: 7
operations_unlike: Topic: 58, Keyword number: 8
partnerships_bigwigs: Topic: 58, Keyword number: 9
kozmo_flamed: Topic: 58, Keyword number: 10
sachs: Topic: 58, Keyword number: 11
questioning: Topic: 58, Keyword number: 12
convenience: Topic: 58, Keyword number: 13
market: Topic: 58, Keyword number: 14
hour: Topic: 58, Keyword number: 15
die: Topic: 58, Keyword number: 16
persona: Topic: 58, Keyword number: 17
joseph: Topic: 58, Keyword number: 18
good_dumb: Topic: 59, Keyword number: 0
almost_immediately: Topic: 59, Keyword number: 1
prisoners: Topic: 60, Keyword number: 0
prisoners_war: Topic: 60, Keyword number: 1
river_kwai: Topic: 60, Keyword number: 2
railroad: Topic: 60, Keyword number: 3
account: Topic: 60, Keyword number: 4
experience_rate: Topic: 60, Keyword number: 5
powerful_philosophical: Topic: 60, Keyword number: 6
effect_technicolor: Topic: 60, Keyword number: 7
purpose_cunningham: Topic: 60, Keyword number: 8
would_another: Topic: 60, Keyword number: 9
showed_nothing: Topic: 60, Keyword number: 10
surprising_revelations: Topic: 60, Keyword number: 11
battle_ideologies: Topic: 60, Keyword number: 12
machine_battle: Topic: 60, Keyword number: 13
interchangeable_highly: Topic: 60, Keyword number: 14
prisoners_trying: Topic: 60, Keyword number: 15
death_house: Topic: 60, Keyword number: 16
events_men: Topic: 60, Keyword number: 17
sadistic_japanese: Topic: 60, Keyword number: 18
six_soldiers: Topic: 60, Keyword number: 19
opens_six: Topic: 60, Keyword number: 20
account_ernest: Topic: 60, Keyword number: 21
based_account: Topic: 60, Keyword number: 22
brian_godawa: Topic: 60, Keyword number: 23
town_like: Topic: 60, Keyword number: 24
rushmore_becoming: Topic: 62, Keyword number: 0
people_sees: Topic: 62, Keyword number: 1
also_accept: Topic: 62, Keyword number: 2
premise_one: Topic: 62, Keyword number: 3
nothing_gigantic: Topic: 62, Keyword number: 4
sometimes_wonder: Topic: 62, Keyword number: 5
latest_issue: Topic: 62, Keyword number: 6
cower: Topic: 62, Keyword number: 7
script_ten: Topic: 62, Keyword number: 8
mcelhone: Topic: 62, Keyword number: 9
sylvia: Topic: 62, Keyword number: 10
drama-its_spooky: Topic: 62, Keyword number: 11
cinematographer_tak: Topic: 62, Keyword number: 12
tak: Topic: 62, Keyword number: 13
costar_appreciate: Topic: 62, Keyword number: 14
costar: Topic: 62, Keyword number: 15
shyamalan: Topic: 62, Keyword number: 16
doctor_taking: Topic: 62, Keyword number: 17
malcolm_assumes: Topic: 62, Keyword number: 18
cole_osment: Topic: 62, Keyword number: 19
even_expense: Topic: 62, Keyword number: 20
track_even: Topic: 62, Keyword number: 21
seen_moment: Topic: 62, Keyword number: 22
attracts: Topic: 62, Keyword number: 23
impressively: Topic: 62, Keyword number: 24
individual_make: Topic: 63, Keyword number: 0
force_lack: Topic: 63, Keyword number: 1
lucas_achieved: Topic: 63, Keyword number: 2
patches: Topic: 65, Keyword number: 0
maya_angelou: Topic: 65, Keyword number: 1
angelou: Topic: 65, Keyword number: 2
ellen_burstyn: Topic: 65, Keyword number: 3
tales: Topic: 65, Keyword number: 4
stories: Topic: 65, Keyword number: 5
food_feel: Topic: 65, Keyword number: 6
touch_fall: Topic: 65, Keyword number: 7
say_children: Topic: 65, Keyword number: 8
right_puts: Topic: 65, Keyword number: 9
world_whatever: Topic: 65, Keyword number: 10
bilal_unreliable: Topic: 65, Keyword number: 11
shortcomings_bilal: Topic: 65, Keyword number: 12
harshly_shortcomings: Topic: 65, Keyword number: 13
along_smoking: Topic: 65, Keyword number: 14
surface_deep: Topic: 65, Keyword number: 15
teaching_lot: Topic: 65, Keyword number: 16
culture_sufism: Topic: 65, Keyword number: 17
unappealing_love: Topic: 65, Keyword number: 18
unfold_risk: Topic: 65, Keyword number: 19
couldn't_comprehend: Topic: 65, Keyword number: 20
seems_tell: Topic: 65, Keyword number: 21
provided_nostalgia: Topic: 65, Keyword number: 22
sensibilities_fortunate: Topic: 65, Keyword number: 23
bilal's_charm: Topic: 65, Keyword number: 24
last_torontonian: Topic: 66, Keyword number: 0
men_black: Topic: 67, Keyword number: 0
agent: Topic: 67, Keyword number: 1
smith: Topic: 67, Keyword number: 2
pentecostal: Topic: 67, Keyword number: 3
robert_duvall: Topic: 67, Keyword number: 4
apostle's: Topic: 67, Keyword number: 5
sonny_dewey: Topic: 67, Keyword number: 6
bayou: Topic: 67, Keyword number: 7
intergalactic: Topic: 67, Keyword number: 8
jones: Topic: 67, Keyword number: 9
religious: Topic: 67, Keyword number: 10
well_done: Topic: 67, Keyword number: 11
among: Topic: 67, Keyword number: 12
lee: Topic: 67, Keyword number: 13
chase: Topic: 67, Keyword number: 14
universal: Topic: 67, Keyword number: 15
building: Topic: 67, Keyword number: 16
church_words: Topic: 67, Keyword number: 17
comedy_fans: Topic: 67, Keyword number: 18
film_duvall's: Topic: 67, Keyword number: 19
opinion_movie: Topic: 67, Keyword number: 20
main_mission: Topic: 67, Keyword number: 21
atone_sins: Topic: 67, Keyword number: 22
wife_farrah: Topic: 67, Keyword number: 23
background_seem: Topic: 67, Keyword number: 24
may: Topic: 70, Keyword number: 0
it's: Topic: 70, Keyword number: 1
robin: Topic: 70, Keyword number: 2
minutes: Topic: 70, Keyword number: 3
bigalow_male: Topic: 70, Keyword number: 4
running_time: Topic: 70, Keyword number: 5
kerrigan: Topic: 70, Keyword number: 6
survive: Topic: 70, Keyword number: 7
makeup: Topic: 70, Keyword number: 8
offensive: Topic: 70, Keyword number: 9
weeks: Topic: 70, Keyword number: 10
laughs: Topic: 70, Keyword number: 11
sequence: Topic: 70, Keyword number: 12
i've: Topic: 70, Keyword number: 13
though_i'm: Topic: 70, Keyword number: 14
cult_classic: Topic: 70, Keyword number: 15
jail: Topic: 70, Keyword number: 16
warning: Topic: 70, Keyword number: 17
executed: Topic: 70, Keyword number: 18
enjoyed: Topic: 70, Keyword number: 19
uses: Topic: 70, Keyword number: 20
vast: Topic: 70, Keyword number: 21
what's: Topic: 70, Keyword number: 22
simply: Topic: 70, Keyword number: 23
characterization: Topic: 70, Keyword number: 24
much_presented: Topic: 71, Keyword number: 0
i'd_want: Topic: 71, Keyword number: 1
young_lovers: Topic: 71, Keyword number: 2
believing_healer: Topic: 72, Keyword number: 0
true_spiritual: Topic: 72, Keyword number: 1
tumor: Topic: 72, Keyword number: 2
perhaps_mystical: Topic: 72, Keyword number: 3
case_landing: Topic: 72, Keyword number: 4
chris_takes: Topic: 73, Keyword number: 0
seem_glamourous: Topic: 73, Keyword number: 1
mission_designed: Topic: 73, Keyword number: 2
war_era: Topic: 73, Keyword number: 3
rebels: Topic: 73, Keyword number: 4
glamour: Topic: 73, Keyword number: 5
caruso_gordo's: Topic: 75, Keyword number: 0
guest_norman: Topic: 75, Keyword number: 1
courtney_vance: Topic: 75, Keyword number: 2
call_police: Topic: 75, Keyword number: 3
assaults: Topic: 75, Keyword number: 4
cameron: Topic: 75, Keyword number: 5
law: Topic: 75, Keyword number: 6
dunne: Topic: 77, Keyword number: 0
hairstyle: Topic: 77, Keyword number: 1
camille_also: Topic: 77, Keyword number: 2
love_hope: Topic: 77, Keyword number: 3
tyler_apparent: Topic: 77, Keyword number: 4
weird_stuff: Topic: 77, Keyword number: 5
stole_car: Topic: 77, Keyword number: 6
keeping_consistent: Topic: 77, Keyword number: 7
lounging_bed: Topic: 77, Keyword number: 8
gig_since: Topic: 77, Keyword number: 9
takes_first: Topic: 77, Keyword number: 10
hayek_simply: Topic: 77, Keyword number: 11
accent_pat: Topic: 77, Keyword number: 12
film_rough: Topic: 77, Keyword number: 13
little_treat: Topic: 77, Keyword number: 14
behind_closed: Topic: 77, Keyword number: 15
slides_shane: Topic: 77, Keyword number: 16
dow_elderly: Topic: 77, Keyword number: 17
frequent_studio: Topic: 77, Keyword number: 18
dropped_resulting: Topic: 77, Keyword number: 19
amongst_crowd: Topic: 77, Keyword number: 20
wish_comes: Topic: 77, Keyword number: 21
goings-on_skidded: Topic: 77, Keyword number: 22
salacious: Topic: 77, Keyword number: 23
sequels_won't: Topic: 77, Keyword number: 24
rages_film: Topic: 78, Keyword number: 0
color_light: Topic: 78, Keyword number: 1
minutes_combat: Topic: 78, Keyword number: 2
warfare_bookend: Topic: 78, Keyword number: 3
artfully_sculpting: Topic: 78, Keyword number: 4
chaplin_uses: Topic: 78, Keyword number: 5
assault_hill: Topic: 78, Keyword number: 6
hear_narrators: Topic: 78, Keyword number: 7
become_object: Topic: 78, Keyword number: 8
above-the-title: Topic: 78, Keyword number: 9
huge_cast: Topic: 78, Keyword number: 10
concerned: Topic: 78, Keyword number: 11
film_filled: Topic: 78, Keyword number: 12
rest_cast: Topic: 78, Keyword number: 13
tiny: Topic: 78, Keyword number: 14
guys_clear: Topic: 80, Keyword number: 0
trailer: Topic: 81, Keyword number: 0
compliment_encompassing: Topic: 81, Keyword number: 1
master_visual: Topic: 81, Keyword number: 2
it's_distracting: Topic: 81, Keyword number: 3
goths_jessica: Topic: 81, Keyword number: 4
suggest_vintage: Topic: 81, Keyword number: 5
kitchen_ovens: Topic: 81, Keyword number: 6
high_rises: Topic: 81, Keyword number: 7
the_broadway_musical_bard's: Topic: 81, Keyword number: 8
tony_award-winning: Topic: 81, Keyword number: 9
take_william_shakespeare's_romeo: Topic: 81, Keyword number: 10
choreographed_make: Topic: 81, Keyword number: 11
like_hard: Topic: 81, Keyword number: 12
admit_trotted: Topic: 81, Keyword number: 13
bad_catherine: Topic: 81, Keyword number: 14
goes_full: Topic: 81, Keyword number: 15
come_much: Topic: 81, Keyword number: 16
one_store: Topic: 81, Keyword number: 17
super_features: Topic: 81, Keyword number: 18
duty: Topic: 81, Keyword number: 19
great_story: Topic: 81, Keyword number: 20
frank_sight: Topic: 81, Keyword number: 21
intelligently-constructed: Topic: 81, Keyword number: 22
reclaim_energy: Topic: 81, Keyword number: 23
track_simon: Topic: 81, Keyword number: 24
sparkling: Topic: 82, Keyword number: 0
cement: Topic: 82, Keyword number: 1
vampire: Topic: 85, Keyword number: 0
vampires: Topic: 85, Keyword number: 1
comic_book: Topic: 85, Keyword number: 2
book: Topic: 85, Keyword number: 3
wesley: Topic: 85, Keyword number: 4
blood: Topic: 85, Keyword number: 5
crowe's: Topic: 85, Keyword number: 6
deacon_frost: Topic: 85, Keyword number: 7
deacon: Topic: 85, Keyword number: 8
lore: Topic: 85, Keyword number: 9
otherwise: Topic: 85, Keyword number: 10
frost: Topic: 85, Keyword number: 11
murdered: Topic: 85, Keyword number: 12
comic: Topic: 85, Keyword number: 13
anti-theft_device: Topic: 85, Keyword number: 14
crow_batman: Topic: 85, Keyword number: 15
summoning: Topic: 85, Keyword number: 16
sequences_blade: Topic: 85, Keyword number: 17
movie_blade: Topic: 85, Keyword number: 18
bitten: Topic: 85, Keyword number: 19
mask: Topic: 85, Keyword number: 20
baldwin: Topic: 85, Keyword number: 21
virtually: Topic: 85, Keyword number: 22
points: Topic: 85, Keyword number: 23
half: Topic: 85, Keyword number: 24
wing: Topic: 86, Keyword number: 0
jing: Topic: 86, Keyword number: 1
wing_jing: Topic: 86, Keyword number: 2
pei: Topic: 86, Keyword number: 3
roy: Topic: 86, Keyword number: 4
biao: Topic: 86, Keyword number: 5
wang: Topic: 86, Keyword number: 6
bandit: Topic: 86, Keyword number: 7
shanghai: Topic: 86, Keyword number: 8
dey: Topic: 86, Keyword number: 9
lucy_liu: Topic: 86, Keyword number: 10
liu: Topic: 86, Keyword number: 11
owen_wilson: Topic: 86, Keyword number: 12
horse: Topic: 86, Keyword number: 13
lucy: Topic: 86, Keyword number: 14
gangster: Topic: 86, Keyword number: 15
roy_o'bannon: Topic: 86, Keyword number: 16
carson: Topic: 86, Keyword number: 17
tom_dey: Topic: 86, Keyword number: 18
gough_miles: Topic: 86, Keyword number: 19
lush: Topic: 86, Keyword number: 20
martial_art: Topic: 86, Keyword number: 21
kaneshiro: Topic: 86, Keyword number: 22
takeshi: Topic: 86, Keyword number: 23
valerie: Topic: 86, Keyword number: 24
no-brainers_invade: Topic: 87, Keyword number: 0
clear_focus: Topic: 87, Keyword number: 1
smilla's: Topic: 87, Keyword number: 2
soap_house: Topic: 87, Keyword number: 3
young_cosette: Topic: 87, Keyword number: 4
friendship_fantine: Topic: 87, Keyword number: 5
town_vigau: Topic: 87, Keyword number: 6
bishop_takes: Topic: 87, Keyword number: 7
steals_valuable: Topic: 87, Keyword number: 8
seems_dislike: Topic: 87, Keyword number: 9
score_danny: Topic: 87, Keyword number: 10
columbia_pictures: Topic: 87, Keyword number: 11
amoral_suzanne: Topic: 87, Keyword number: 12
not-quite-thriller_snapping: Topic: 87, Keyword number: 13
husband_beams: Topic: 87, Keyword number: 14
rather_novel: Topic: 87, Keyword number: 15
concerns_ambitious: Topic: 87, Keyword number: 16
cinematic_charms: Topic: 87, Keyword number: 17
fictionalized_movie: Topic: 87, Keyword number: 18
absolute: Topic: 87, Keyword number: 19
