egypt: Topic: 0, Keyword number: 0
alcohol: Topic: 39, Keyword number: 19
story_story: Topic: 39, Keyword number: 20
land: Topic: 39, Keyword number: 21
film_it's: Topic: 39, Keyword number: 22
battle: Topic: 39, Keyword number: 23
instead: Topic: 39, Keyword number: 24
deal_note: Topic: 42, Keyword number: 0
gangster_man's: Topic: 42, Keyword number: 1
dudes_looking: Topic: 42, Keyword number: 2
violence_lots: Topic: 42, Keyword number: 3
guy_like: Topic: 42, Keyword number: 4
oaf: Topic: 42, Keyword number: 5
loveliest_moments: Topic: 42, Keyword number: 6
legendary_moulin: Topic: 42, Keyword number: 7
song_didn't: Topic: 42, Keyword number: 8
quietly_stated: Topic: 42, Keyword number: 9
images_pal: Topic: 42, Keyword number: 10
performances_two: Topic: 42, Keyword number: 11
extremely_likable: Topic: 42, Keyword number: 12
niche: Topic: 42, Keyword number: 13
embrace_film: Topic: 42, Keyword number: 14
caricature_public: Topic: 42, Keyword number: 15
lays_toughness: Topic: 42, Keyword number: 16
benefit: Topic: 42, Keyword number: 17
good_team: Topic: 42, Keyword number: 18
help_keep: Topic: 42, Keyword number: 19
funny_quirky: Topic: 42, Keyword number: 20
black's: Topic: 42, Keyword number: 21
failed_even: Topic: 42, Keyword number: 22
others_grant: Topic: 42, Keyword number: 23
where's: Topic: 42, Keyword number: 24
point_idea: Topic: 43, Keyword number: 0
trekkies: Topic: 44, Keyword number: 0
drank_water: Topic: 44, Keyword number: 1
playtone_records: Topic: 44, Keyword number: 2
selling_album: Topic: 44, Keyword number: 3
hanks: Topic: 44, Keyword number: 4
enjoyable: Topic: 44, Keyword number: 5
strange_insurance: Topic: 44, Keyword number: 6
occur_world: Topic: 44, Keyword number: 7
selected_pressing: Topic: 44, Keyword number: 8
work_incessantly: Topic: 44, Keyword number: 9
sandwiched_in-between: Topic: 44, Keyword number: 10
translating_bible: Topic: 44, Keyword number: 11
bookstore_working: Topic: 44, Keyword number: 12
klingon_albeit: Topic: 44, Keyword number: 13
change_characters: Topic: 44, Keyword number: 14
outfits_time: Topic: 44, Keyword number: 15
kids_wear: Topic: 44, Keyword number: 16
dentist_dentist: Topic: 44, Keyword number: 17
dresses_cat: Topic: 44, Keyword number: 18
another_dresses: Topic: 44, Keyword number: 19
dedication_comes: Topic: 44, Keyword number: 20
enjoyment_avocations: Topic: 44, Keyword number: 21
joy_provokes: Topic: 44, Keyword number: 22
day_reminds: Topic: 44, Keyword number: 23
describing_way: Topic: 44, Keyword number: 24
nora's: Topic: 45, Keyword number: 0
man_save: Topic: 45, Keyword number: 1
garafolo: Topic: 45, Keyword number: 2
dogs_isn't: Topic: 45, Keyword number: 3
root_romance: Topic: 45, Keyword number: 4
characters_root: Topic: 45, Keyword number: 5
person_eventually: Topic: 45, Keyword number: 6
furthering_relationship: Topic: 45, Keyword number: 7
abby_furthering: Topic: 45, Keyword number: 8
doesn't_suspect: Topic: 45, Keyword number: 9
quite_intellectual: Topic: 45, Keyword number: 10
happens_studio: Topic: 45, Keyword number: 11
though_knows: Topic: 45, Keyword number: 12
radio_show: Topic: 45, Keyword number: 13
abby_tells: Topic: 45, Keyword number: 14
attracts_men: Topic: 45, Keyword number: 15
men_seem: Topic: 45, Keyword number: 16
unattractive: Topic: 45, Keyword number: 17
thing_janeane: Topic: 45, Keyword number: 18
checkpoint_beautiful: Topic: 45, Keyword number: 19
set_culture: Topic: 45, Keyword number: 20
companions_pale: Topic: 45, Keyword number: 21
man_finds: Topic: 45, Keyword number: 22
person_doesn't: Topic: 45, Keyword number: 23
stands: Topic: 45, Keyword number: 24
gauge_osmosis: Topic: 46, Keyword number: 0
permit: Topic: 46, Keyword number: 1
shannon_chris: Topic: 46, Keyword number: 2
mudslides_chaos: Topic: 46, Keyword number: 3
mucus: Topic: 46, Keyword number: 4
medical_record: Topic: 46, Keyword number: 5
virus_laurence: Topic: 46, Keyword number: 6
crime_scene: Topic: 46, Keyword number: 7
cocky_clever: Topic: 46, Keyword number: 8
ingested: Topic: 46, Keyword number: 9
system_contacts: Topic: 46, Keyword number: 10
ground_pick: Topic: 46, Keyword number: 11
drops_gobbles: Topic: 46, Keyword number: 12
begins_monkey: Topic: 46, Keyword number: 13
action/animation: Topic: 46, Keyword number: 14
cut_ever: Topic: 46, Keyword number: 15
warner_bros: Topic: 46, Keyword number: 16
nose: Topic: 46, Keyword number: 17
cold: Topic: 46, Keyword number: 18
eat: Topic: 46, Keyword number: 19
dark_crystal: Topic: 48, Keyword number: 0
dark: Topic: 48, Keyword number: 1
jen: Topic: 48, Keyword number: 2
gelfling: Topic: 48, Keyword number: 3
creature: Topic: 48, Keyword number: 4
cracked: Topic: 48, Keyword number: 5
fortunate_son: Topic: 48, Keyword number: 6
brian_henson: Topic: 48, Keyword number: 7
kind_children's: Topic: 48, Keyword number: 8
appetizing_certain: Topic: 48, Keyword number: 9
labyrinth_sound: Topic: 48, Keyword number: 10
fan-base_suppose: Topic: 48, Keyword number: 11
fan-base: Topic: 48, Keyword number: 12
guest-host_borrowing: Topic: 48, Keyword number: 13
show_david: Topic: 48, Keyword number: 14
quite_found: Topic: 48, Keyword number: 15
failure_people-less: Topic: 48, Keyword number: 16
people-less: Topic: 48, Keyword number: 17
planting: Topic: 48, Keyword number: 18
related_story: Topic: 48, Keyword number: 19
mine_related: Topic: 48, Keyword number: 20
probably_better-known: Topic: 48, Keyword number: 21
better-known: Topic: 48, Keyword number: 22
crystal_small: Topic: 48, Keyword number: 23
wonderful_well: Topic: 48, Keyword number: 24
separation: Topic: 50, Keyword number: 0
condescending_business: Topic: 50, Keyword number: 1
looking_investments: Topic: 50, Keyword number: 2
makes_determined: Topic: 50, Keyword number: 3
court_system: Topic: 50, Keyword number: 4
scraped_raw: Topic: 50, Keyword number: 5
inhabit: Topic: 50, Keyword number: 6
streets_also: Topic: 50, Keyword number: 7
hyperactive: Topic: 50, Keyword number: 8
eric_gautier: Topic: 50, Keyword number: 9
restless_camera: Topic: 50, Keyword number: 10
hanif: Topic: 50, Keyword number: 11
perceptive_camerawork: Topic: 50, Keyword number: 12
dirty_drawers: Topic: 50, Keyword number: 13
pinter-esque: Topic: 50, Keyword number: 14
human_interconnectedness: Topic: 50, Keyword number: 15
interconnectedness: Topic: 50, Keyword number: 16
hypothesis: Topic: 50, Keyword number: 17
tactile_sensory: Topic: 50, Keyword number: 18
chereau: Topic: 50, Keyword number: 19
idols_sex: Topic: 50, Keyword number: 20
ache: Topic: 50, Keyword number: 21
hope_use: Topic: 50, Keyword number: 22
evil_rate: Topic: 50, Keyword number: 23
lair_underground: Topic: 50, Keyword number: 24
molina: Topic: 51, Keyword number: 0
santa: Topic: 51, Keyword number: 1
mcalisters: Topic: 51, Keyword number: 2
votes_academy: Topic: 51, Keyword number: 3
performance_pirate: Topic: 51, Keyword number: 4
bit_comic: Topic: 51, Keyword number: 5
occasionally_greatly: Topic: 51, Keyword number: 6
life_longs: Topic: 51, Keyword number: 7
independent_human: Topic: 51, Keyword number: 8
whose_husband: Topic: 51, Keyword number: 9
bartkowiak: Topic: 51, Keyword number: 10
pretty_unclothed: Topic: 51, Keyword number: 11
rating_three: Topic: 51, Keyword number: 12
carried_chase: Topic: 51, Keyword number: 13
main_fault: Topic: 51, Keyword number: 14
giger's_design: Topic: 51, Keyword number: 15
apparent_direction: Topic: 51, Keyword number: 16
team_played: Topic: 51, Keyword number: 17
counselor_cleavage: Topic: 51, Keyword number: 18
whitaker_convenient: Topic: 51, Keyword number: 19
madsen_assassin/exterminator: Topic: 51, Keyword number: 20
spins_cocoon: Topic: 51, Keyword number: 21
beauty_lizard: Topic: 51, Keyword number: 22
life_forms: Topic: 51, Keyword number: 23
finch_played: Topic: 51, Keyword number: 24
age_hope: Topic: 54, Keyword number: 0
soul_end: Topic: 54, Keyword number: 1
smart_original: Topic: 54, Keyword number: 2
without_pretentious: Topic: 54, Keyword number: 3
even_you've: Topic: 54, Keyword number: 4
kind_soft: Topic: 54, Keyword number: 5
away_due: Topic: 54, Keyword number: 6
shoot_says: Topic: 54, Keyword number: 7
comedian_makes: Topic: 54, Keyword number: 8
switching_personalities: Topic: 54, Keyword number: 9
zero_showing: Topic: 54, Keyword number: 10
chinatown's_greatness: Topic: 54, Keyword number: 11
feelings_reclusive: Topic: 54, Keyword number: 12
reclusive: Topic: 54, Keyword number: 13
stark_investigations: Topic: 54, Keyword number: 14
seemingly-harmless_presence: Topic: 54, Keyword number: 15
stark_lost: Topic: 54, Keyword number: 16
client_gregory: Topic: 54, Keyword number: 17
scene_steve: Topic: 54, Keyword number: 18
way_fact: Topic: 54, Keyword number: 19
zero_private: Topic: 54, Keyword number: 20
lawrence_kasdan: Topic: 54, Keyword number: 21
ed's: Topic: 55, Keyword number: 0
brooks_real: Topic: 55, Keyword number: 1
waxing_idiotic: Topic: 55, Keyword number: 2
degeneres_reiner: Topic: 55, Keyword number: 3
mother_martin: Topic: 55, Keyword number: 4
shoes_america's: Topic: 55, Keyword number: 5
negative_impact: Topic: 55, Keyword number: 6
assistants_couple: Topic: 55, Keyword number: 7
videotape_show's: Topic: 55, Keyword number: 8
degeneres_comes: Topic: 55, Keyword number: 9
watch_soil: Topic: 55, Keyword number: 10
threatened_gardening: Topic: 55, Keyword number: 11
turns_fresh: Topic: 55, Keyword number: 12
one_bugs: Topic: 55, Keyword number: 13
low_show: Topic: 55, Keyword number: 14
father_set: Topic: 55, Keyword number: 15
roger_sometimes: Topic: 55, Keyword number: 16
comes_england: Topic: 55, Keyword number: 17
first_saw: Topic: 55, Keyword number: 18
little_dignity: Topic: 55, Keyword number: 19
candidates: Topic: 55, Keyword number: 20
ratings: Topic: 55, Keyword number: 21
sleeping: Topic: 55, Keyword number: 22
highlights: Topic: 55, Keyword number: 23
matthew_mcconaughey: Topic: 55, Keyword number: 24
isn't_however: Topic: 57, Keyword number: 0
niccol's_intelligent: Topic: 57, Keyword number: 1
realize_buildings: Topic: 57, Keyword number: 2
sets_well: Topic: 57, Keyword number: 3
condition_gattaca: Topic: 57, Keyword number: 4
fly_solo-flight: Topic: 57, Keyword number: 5
spawns_vincent: Topic: 57, Keyword number: 6
doctors_tell: Topic: 57, Keyword number: 7
gattaca_people: Topic: 57, Keyword number: 8
past_two: Topic: 57, Keyword number: 9
movie_based: Topic: 57, Keyword number: 10
may_surprised: Topic: 59, Keyword number: 0
actors_steal: Topic: 59, Keyword number: 1
emmerich_andre: Topic: 59, Keyword number: 2
noting_frequency's: Topic: 59, Keyword number: 3
frequency's_creepy: Topic: 59, Keyword number: 4
attract: Topic: 59, Keyword number: 5
want_know: Topic: 59, Keyword number: 6
first_major: Topic: 59, Keyword number: 7
satisfied: Topic: 59, Keyword number: 8
taking: Topic: 60, Keyword number: 0
people_larry: Topic: 60, Keyword number: 1
makes_cameo: Topic: 60, Keyword number: 2
look_flynt: Topic: 60, Keyword number: 3
due_larry's: Topic: 60, Keyword number: 4
milos_forman: Topic: 60, Keyword number: 5
points_court: Topic: 60, Keyword number: 6
ways_points: Topic: 60, Keyword number: 7
althea_literally: Topic: 60, Keyword number: 8
extremely_sad: Topic: 60, Keyword number: 9
childish_behaviour: Topic: 60, Keyword number: 10
morals_ethics: Topic: 60, Keyword number: 11
audience_actually: Topic: 60, Keyword number: 12
circulate_sell: Topic: 60, Keyword number: 13
flynt's_fight: Topic: 60, Keyword number: 14
self_proclaimed: Topic: 60, Keyword number: 15
documentary_it's: Topic: 60, Keyword number: 16
ethics: Topic: 60, Keyword number: 17
somehow: Topic: 60, Keyword number: 18
frequently_hard: Topic: 61, Keyword number: 0
staying_earth: Topic: 61, Keyword number: 1
virus_people: Topic: 61, Keyword number: 2
kind_computer: Topic: 61, Keyword number: 3
wall_taguchi's: Topic: 61, Keyword number: 4
elements_non-supernatural: Topic: 61, Keyword number: 5
niftiest_ideas: Topic: 61, Keyword number: 6
fresh_time: Topic: 61, Keyword number: 7
ideas_fresh: Topic: 61, Keyword number: 8
cheat_audience: Topic: 61, Keyword number: 9
jones_films: Topic: 61, Keyword number: 10
many_greatest: Topic: 61, Keyword number: 11
film_first: Topic: 61, Keyword number: 12
expecting: Topic: 61, Keyword number: 13
primarily_pauline: Topic: 63, Keyword number: 0
friend_william: Topic: 63, Keyword number: 1
amazing's_manager: Topic: 63, Keyword number: 2
personification_characters: Topic: 63, Keyword number: 3
would_snap: Topic: 63, Keyword number: 4
bumps_jolts: Topic: 63, Keyword number: 5
boyhood--and_importantly: Topic: 63, Keyword number: 6
wouldn't_spoil: Topic: 63, Keyword number: 7
give_performances--always: Topic: 63, Keyword number: 8
performances--always: Topic: 63, Keyword number: 9
facade_panorama: Topic: 63, Keyword number: 10
importantly_sharp: Topic: 63, Keyword number: 11
honest_innocent: Topic: 63, Keyword number: 12
surprise_sure: Topic: 63, Keyword number: 13
sticks_face: Topic: 63, Keyword number: 14
stands_behind: Topic: 63, Keyword number: 15
joshua: Topic: 63, Keyword number: 16
rat's_ass: Topic: 63, Keyword number: 17
blows_away: Topic: 63, Keyword number: 18
snap: Topic: 63, Keyword number: 19
mob's: Topic: 64, Keyword number: 0
fury: Topic: 64, Keyword number: 1
realization: Topic: 64, Keyword number: 2
impulses: Topic: 64, Keyword number: 3
recklessness_human: Topic: 64, Keyword number: 4
cell_dog: Topic: 64, Keyword number: 5
malevolent: Topic: 64, Keyword number: 6
indelible_image: Topic: 64, Keyword number: 7
behavior_left: Topic: 64, Keyword number: 8
unjustifiable_hatred: Topic: 64, Keyword number: 9
felt_jail: Topic: 64, Keyword number: 10
joe_must: Topic: 64, Keyword number: 11
mercy_mob: Topic: 64, Keyword number: 12
see_close: Topic: 64, Keyword number: 13
something_infinitely: Topic: 64, Keyword number: 14
belly_distorts: Topic: 64, Keyword number: 15
mob's_belly: Topic: 64, Keyword number: 16
objectively: Topic: 64, Keyword number: 17
amongst_swarm: Topic: 64, Keyword number: 18
fears_deputy: Topic: 64, Keyword number: 19
stationary: Topic: 64, Keyword number: 20
around_deputy: Topic: 64, Keyword number: 21
longer_exists: Topic: 64, Keyword number: 22
gossip_see: Topic: 64, Keyword number: 23
renounced_position: Topic: 64, Keyword number: 24
message: Topic: 65, Keyword number: 0
jennifer: Topic: 65, Keyword number: 1
bored: Topic: 65, Keyword number: 2
sacrificing: Topic: 65, Keyword number: 3
silly: Topic: 65, Keyword number: 4
impossible: Topic: 65, Keyword number: 5
reality: Topic: 65, Keyword number: 6
production: Topic: 65, Keyword number: 7
alan_cumming: Topic: 65, Keyword number: 8
alexa: Topic: 65, Keyword number: 9
assigned: Topic: 65, Keyword number: 10
unfolds: Topic: 65, Keyword number: 11
antonio_banderas: Topic: 65, Keyword number: 12
space: Topic: 65, Keyword number: 13
immerse_manipulative: Topic: 65, Keyword number: 14
year_definitely: Topic: 65, Keyword number: 15
split_two: Topic: 65, Keyword number: 16
wolf-beiderman's: Topic: 65, Keyword number: 17
attempt_avert: Topic: 65, Keyword number: 18
individuals_life: Topic: 65, Keyword number: 19
due_age: Topic: 65, Keyword number: 20
mission_land: Topic: 65, Keyword number: 21
uncontrollably_there's: Topic: 65, Keyword number: 22
coffin: Topic: 65, Keyword number: 23
disintegrating: Topic: 65, Keyword number: 24
rosalba: Topic: 69, Keyword number: 0
bread_tulips: Topic: 69, Keyword number: 1
maglietta: Topic: 69, Keyword number: 2
waiter: Topic: 69, Keyword number: 3
venice: Topic: 69, Keyword number: 4
fernando's: Topic: 69, Keyword number: 5
soldini: Topic: 69, Keyword number: 6
bruno_ganz: Topic: 69, Keyword number: 7
catania: Topic: 69, Keyword number: 8
mimmo: Topic: 69, Keyword number: 9
licia_maglietta: Topic: 69, Keyword number: 10
licia: Topic: 69, Keyword number: 11
fernando: Topic: 69, Keyword number: 12
silvio_soldini: Topic: 69, Keyword number: 13
silvio: Topic: 69, Keyword number: 14
stretch_pants: Topic: 69, Keyword number: 15
marina_massironi: Topic: 69, Keyword number: 16
accordion: Topic: 69, Keyword number: 17
florist: Topic: 69, Keyword number: 18
family_vacation: Topic: 69, Keyword number: 19
gets_job: Topic: 69, Keyword number: 20
marina: Topic: 69, Keyword number: 21
antonio: Topic: 69, Keyword number: 22
mistress: Topic: 69, Keyword number: 23
unhappy: Topic: 69, Keyword number: 24
evil's: Topic: 70, Keyword number: 0
fat_bastard: Topic: 70, Keyword number: 1
sandy: Topic: 70, Keyword number: 2
troyer: Topic: 70, Keyword number: 3
future: Topic: 70, Keyword number: 4
mindy: Topic: 70, Keyword number: 5
plans: Topic: 70, Keyword number: 6
elizabeth: Topic: 70, Keyword number: 7
green: Topic: 70, Keyword number: 8
roles_acts: Topic: 70, Keyword number: 9
development_barely: Topic: 70, Keyword number: 10
character_television: Topic: 70, Keyword number: 11
moment_austin: Topic: 70, Keyword number: 12
year_austin: Topic: 70, Keyword number: 13
gets_hold: Topic: 70, Keyword number: 14
mojo_fat: Topic: 70, Keyword number: 15
machine_take: Topic: 70, Keyword number: 16
henchman_evil's: Topic: 70, Keyword number: 17
evil_played: Topic: 70, Keyword number: 18
evil_later: Topic: 70, Keyword number: 19
evil_henchman: Topic: 70, Keyword number: 20
call_biggest: Topic: 70, Keyword number: 21
frickin_bone: Topic: 70, Keyword number: 22
bellbottoms_much: Topic: 70, Keyword number: 23
pan-and-scanned-out_choreography: Topic: 70, Keyword number: 24
completely_one: Topic: 72, Keyword number: 0
said_character: Topic: 72, Keyword number: 1
cruelty: Topic: 72, Keyword number: 2
