crew: Topic: 0, Keyword number: 0
heroes_side: Topic: 38, Keyword number: 4
compared_side: Topic: 38, Keyword number: 5
masters_socially: Topic: 38, Keyword number: 6
psychopath_whose: Topic: 38, Keyword number: 7
much_utilised: Topic: 38, Keyword number: 8
enforcement_agency: Topic: 38, Keyword number: 9
spent_many: Topic: 38, Keyword number: 10
like_french: Topic: 38, Keyword number: 11
carry_scheme: Topic: 38, Keyword number: 12
chance_decides: Topic: 38, Keyword number: 13
william_petersen: Topic: 38, Keyword number: 14
well_connected: Topic: 38, Keyword number: 15
elude_law: Topic: 38, Keyword number: 16
intelligent_fall: Topic: 38, Keyword number: 17
motive_film: Topic: 38, Keyword number: 18
times_one: Topic: 38, Keyword number: 19
became_thing: Topic: 38, Keyword number: 20
era_overcome: Topic: 38, Keyword number: 21
nice_opportunity: Topic: 38, Keyword number: 22
egotistical: Topic: 38, Keyword number: 23
lunatic: Topic: 38, Keyword number: 24
eastwood: Topic: 39, Keyword number: 0
italian_horror: Topic: 39, Keyword number: 1
everett: Topic: 39, Keyword number: 2
furrows: Topic: 39, Keyword number: 3
dora: Topic: 39, Keyword number: 4
eastwood_furrows: Topic: 39, Keyword number: 5
appalling: Topic: 39, Keyword number: 6
bruno: Topic: 39, Keyword number: 7
marco: Topic: 39, Keyword number: 8
frank: Topic: 39, Keyword number: 9
boss: Topic: 39, Keyword number: 10
furrow: Topic: 39, Keyword number: 11
showcase_talented: Topic: 39, Keyword number: 12
drama_showcase: Topic: 39, Keyword number: 13
crime_tension-building: Topic: 39, Keyword number: 14
need_switch: Topic: 39, Keyword number: 15
eastwood_successful: Topic: 39, Keyword number: 16
film-making_takes: Topic: 39, Keyword number: 17
house_finale: Topic: 39, Keyword number: 18
opts_high-speed: Topic: 39, Keyword number: 19
punchlines_true: Topic: 39, Keyword number: 20
amusing_chemistry: Topic: 39, Keyword number: 21
boss_alan: Topic: 39, Keyword number: 22
big_boss: Topic: 39, Keyword number: 23
camera_playing: Topic: 39, Keyword number: 24
really: Topic: 40, Keyword number: 0
movie: Topic: 40, Keyword number: 1
scene: Topic: 40, Keyword number: 2
good: Topic: 40, Keyword number: 3
best: Topic: 40, Keyword number: 4
even: Topic: 40, Keyword number: 5
seen: Topic: 40, Keyword number: 6
two: Topic: 40, Keyword number: 7
performance: Topic: 40, Keyword number: 8
he's: Topic: 40, Keyword number: 9
like: Topic: 40, Keyword number: 10
story: Topic: 40, Keyword number: 11
every: Topic: 40, Keyword number: 12
think: Topic: 40, Keyword number: 13
it's: Topic: 40, Keyword number: 14
long: Topic: 40, Keyword number: 15
everyone: Topic: 40, Keyword number: 16
cast: Topic: 40, Keyword number: 17
scenes: Topic: 40, Keyword number: 18
although: Topic: 40, Keyword number: 19
role: Topic: 40, Keyword number: 20
never: Topic: 40, Keyword number: 21
home: Topic: 40, Keyword number: 22
moment: Topic: 40, Keyword number: 23
tom: Topic: 40, Keyword number: 24
anne: Topic: 41, Keyword number: 0
randall: Topic: 41, Keyword number: 1
group_travels: Topic: 41, Keyword number: 2
undeniably: Topic: 41, Keyword number: 3
greatly_finally: Topic: 41, Keyword number: 4
sure_surrealistic: Topic: 41, Keyword number: 5
anyone_terrific: Topic: 41, Keyword number: 6
caters_imagination: Topic: 41, Keyword number: 7
film_caters: Topic: 41, Keyword number: 8
world_dollar: Topic: 41, Keyword number: 9
way_order: Topic: 41, Keyword number: 10
transport_onto: Topic: 41, Keyword number: 11
wishes_kevin: Topic: 41, Keyword number: 12
king_agamemnon: Topic: 41, Keyword number: 13
kevin_separated: Topic: 41, Keyword number: 14
meeting_robin: Topic: 41, Keyword number: 15
commanding_group: Topic: 41, Keyword number: 16
joins_men: Topic: 41, Keyword number: 17
room_portal: Topic: 41, Keyword number: 18
little_men: Topic: 41, Keyword number: 19
quite_bored: Topic: 41, Keyword number: 20
randall_borrowing: Topic: 41, Keyword number: 21
supreme_universe: Topic: 41, Keyword number: 22
men_travel: Topic: 41, Keyword number: 23
contains_time: Topic: 41, Keyword number: 24
carol: Topic: 42, Keyword number: 0
windsor_davies: Topic: 42, Keyword number: 1
star_road: Topic: 42, Keyword number: 2
portraits_didn't: Topic: 42, Keyword number: 3
high-speed: Topic: 42, Keyword number: 4
leary_everett's: Topic: 42, Keyword number: 5
foods_car: Topic: 42, Keyword number: 6
frowns: Topic: 42, Keyword number: 7
effort_steve: Topic: 42, Keyword number: 8
heisted: Topic: 42, Keyword number: 9
endearment_broadcast: Topic: 42, Keyword number: 10
problem_work: Topic: 42, Keyword number: 11
portrayal_exhausted: Topic: 42, Keyword number: 12
seen_something: Topic: 42, Keyword number: 13
matching_nicholson's: Topic: 42, Keyword number: 14
hardly_anything: Topic: 42, Keyword number: 15
wet_t-shirt: Topic: 42, Keyword number: 16
simon_estranged: Topic: 42, Keyword number: 17
people_heavily: Topic: 42, Keyword number: 18
work_serve: Topic: 42, Keyword number: 19
it's_ritualistically: Topic: 42, Keyword number: 20
son_doesn't: Topic: 42, Keyword number: 21
routine_shot: Topic: 42, Keyword number: 22
melvin's_routine: Topic: 42, Keyword number: 23
willing_wait: Topic: 42, Keyword number: 24
shallow: Topic: 43, Keyword number: 0
grave: Topic: 43, Keyword number: 1
rather: Topic: 43, Keyword number: 2
brought: Topic: 43, Keyword number: 3
one_man's: Topic: 43, Keyword number: 4
artist's: Topic: 43, Keyword number: 5
devil: Topic: 43, Keyword number: 6
romanced: Topic: 43, Keyword number: 7
drawing: Topic: 43, Keyword number: 8
sees: Topic: 43, Keyword number: 9
minutes_film: Topic: 43, Keyword number: 10
begins: Topic: 43, Keyword number: 11
becomes: Topic: 43, Keyword number: 12
almost_seems: Topic: 43, Keyword number: 13
set-up: Topic: 43, Keyword number: 14
plagued: Topic: 43, Keyword number: 15
intimate: Topic: 43, Keyword number: 16
connections: Topic: 43, Keyword number: 17
classy_enough: Topic: 43, Keyword number: 18
slight: Topic: 43, Keyword number: 19
purpose: Topic: 43, Keyword number: 20
develops: Topic: 43, Keyword number: 21
hands: Topic: 43, Keyword number: 22
robert_niro: Topic: 43, Keyword number: 23
scene: Topic: 43, Keyword number: 24
general: Topic: 44, Keyword number: 0
oldman: Topic: 44, Keyword number: 1
diaz: Topic: 44, Keyword number: 2
charge: Topic: 44, Keyword number: 3
actor: Topic: 44, Keyword number: 4
asked_dad: Topic: 44, Keyword number: 5
always_seem: Topic: 44, Keyword number: 6
time_whether: Topic: 44, Keyword number: 7
isn't_quick: Topic: 44, Keyword number: 8
middle_battle: Topic: 44, Keyword number: 9
since_general: Topic: 44, Keyword number: 10
branagh's_acting: Topic: 44, Keyword number: 11
window_swaying: Topic: 44, Keyword number: 12
sunflowers: Topic: 44, Keyword number: 13
redman_lost: Topic: 44, Keyword number: 14
run_president: Topic: 44, Keyword number: 15
ford_run: Topic: 44, Keyword number: 16
future_common: Topic: 44, Keyword number: 17
feeling_hope: Topic: 44, Keyword number: 18
outstanding_one: Topic: 44, Keyword number: 19
movie_outstanding: Topic: 44, Keyword number: 20
pulls_patriotic: Topic: 44, Keyword number: 21
image_wondrous: Topic: 44, Keyword number: 22
camelot_image: Topic: 44, Keyword number: 23
jfk's_camelot: Topic: 44, Keyword number: 24
released_grossing: Topic: 45, Keyword number: 0
reason_people: Topic: 45, Keyword number: 1
norville_barnes: Topic: 47, Keyword number: 0
kids_norville: Topic: 47, Keyword number: 1
know_kids: Topic: 47, Keyword number: 2
wilcock: Topic: 47, Keyword number: 3
barnes: Topic: 47, Keyword number: 4
disco_funny: Topic: 47, Keyword number: 5
days_disco: Topic: 47, Keyword number: 6
qualms_last: Topic: 47, Keyword number: 7
really_spends: Topic: 47, Keyword number: 8
bit_tighter: Topic: 47, Keyword number: 9
also_mentioned: Topic: 47, Keyword number: 10
male_hairstyles: Topic: 47, Keyword number: 11
act_feel: Topic: 47, Keyword number: 12
way_dress: Topic: 47, Keyword number: 13
part_making: Topic: 47, Keyword number: 14
completely_unlikeable: Topic: 47, Keyword number: 15
bitch_personified: Topic: 47, Keyword number: 16
plays_extreme: Topic: 47, Keyword number: 17
believable_story: Topic: 47, Keyword number: 18
animation_puts: Topic: 47, Keyword number: 19
somehow_directors: Topic: 47, Keyword number: 20
exciting_chariot: Topic: 47, Keyword number: 21
dreamworks_credit: Topic: 47, Keyword number: 22
somewhat_exciting: Topic: 47, Keyword number: 23
fiennes_grown: Topic: 47, Keyword number: 24
bulworth: Topic: 48, Keyword number: 0
beatty: Topic: 48, Keyword number: 1
bulworth's: Topic: 48, Keyword number: 2
insurance: Topic: 48, Keyword number: 3
hit: Topic: 48, Keyword number: 4
rap: Topic: 48, Keyword number: 5
politics: Topic: 48, Keyword number: 6
truth: Topic: 48, Keyword number: 7
like: Topic: 48, Keyword number: 8
platt: Topic: 48, Keyword number: 9
assistant: Topic: 48, Keyword number: 10
campaign: Topic: 48, Keyword number: 11
senator: Topic: 48, Keyword number: 12
warren: Topic: 48, Keyword number: 13
assassin: Topic: 48, Keyword number: 14
beatty's: Topic: 48, Keyword number: 15
church: Topic: 48, Keyword number: 16
inner-city: Topic: 48, Keyword number: 17
chicken_wings: Topic: 48, Keyword number: 18
raps: Topic: 48, Keyword number: 19
hit_man: Topic: 48, Keyword number: 20
chicken: Topic: 48, Keyword number: 21
berry: Topic: 48, Keyword number: 22
halle: Topic: 48, Keyword number: 23
nina: Topic: 48, Keyword number: 24
president's: Topic: 49, Keyword number: 0
exploded_box-office: Topic: 49, Keyword number: 1
simply_result: Topic: 49, Keyword number: 2
old-fashioned_lead: Topic: 49, Keyword number: 3
rounded_well: Topic: 49, Keyword number: 4
played_quite: Topic: 49, Keyword number: 5
reason_elizabeth: Topic: 49, Keyword number: 6
wasn't_even: Topic: 49, Keyword number: 7
patriotism_distract: Topic: 49, Keyword number: 8
bit_attention: Topic: 49, Keyword number: 9
creative_project: Topic: 49, Keyword number: 10
undertaking_another: Topic: 49, Keyword number: 11
completely_touch: Topic: 49, Keyword number: 12
holes_wag: Topic: 49, Keyword number: 13
brean_selling: Topic: 49, Keyword number: 14
except_scenes: Topic: 49, Keyword number: 15
never_addresses: Topic: 49, Keyword number: 16
terms_making: Topic: 49, Keyword number: 17
assembled_perform: Topic: 49, Keyword number: 18
echo: Topic: 49, Keyword number: 19
expected_genuinely: Topic: 49, Keyword number: 20
dog_quite: Topic: 49, Keyword number: 21
fervor_said: Topic: 49, Keyword number: 22
patriotic_fervor: Topic: 49, Keyword number: 23
trickery: Topic: 49, Keyword number: 24
war: Topic: 50, Keyword number: 0
fail-safe: Topic: 50, Keyword number: 1
lies: Topic: 50, Keyword number: 2
hortense: Topic: 50, Keyword number: 3
voice: Topic: 50, Keyword number: 4
ariel: Topic: 50, Keyword number: 5
moscow: Topic: 50, Keyword number: 6
menken's: Topic: 50, Keyword number: 7
impeccably: Topic: 50, Keyword number: 8
beauty_beast: Topic: 50, Keyword number: 9
lumet's: Topic: 50, Keyword number: 10
greatest: Topic: 50, Keyword number: 11
mountains: Topic: 50, Keyword number: 12
continuing: Topic: 50, Keyword number: 13
within: Topic: 50, Keyword number: 14
general: Topic: 50, Keyword number: 15
killing_bunch: Topic: 50, Keyword number: 16
black_man: Topic: 50, Keyword number: 17
fox's: Topic: 50, Keyword number: 18
flubber: Topic: 50, Keyword number: 19
arming: Topic: 50, Keyword number: 20
war_something: Topic: 50, Keyword number: 21
context: Topic: 50, Keyword number: 22
method: Topic: 50, Keyword number: 23
costly: Topic: 50, Keyword number: 24
declaration: Topic: 51, Keyword number: 0
proves_director: Topic: 51, Keyword number: 1
douglas_die: Topic: 51, Keyword number: 2
cruise_julia: Topic: 51, Keyword number: 3
worried_going: Topic: 51, Keyword number: 4
treasures_trigger: Topic: 51, Keyword number: 5
frank_elliot: Topic: 51, Keyword number: 6
light_travel: Topic: 51, Keyword number: 7
races_get: Topic: 51, Keyword number: 8
takes_example: Topic: 51, Keyword number: 9
lebanese: Topic: 51, Keyword number: 10
permanent_scowl: Topic: 51, Keyword number: 11
always_standing: Topic: 51, Keyword number: 12
certain_point: Topic: 51, Keyword number: 13
somewhat_unfortunate: Topic: 51, Keyword number: 14
credit_screenwriters: Topic: 51, Keyword number: 15
sides_actually: Topic: 51, Keyword number: 16
would_beneath: Topic: 51, Keyword number: 17
two-thirds_basic: Topic: 51, Keyword number: 18
excessive_who's: Topic: 51, Keyword number: 19
almost_invitation: Topic: 51, Keyword number: 20
release_sounded: Topic: 51, Keyword number: 21
fight_new: Topic: 51, Keyword number: 22
ordered_attack: Topic: 51, Keyword number: 23
states_you'd: Topic: 51, Keyword number: 24
destination: Topic: 54, Keyword number: 0
final_destination: Topic: 54, Keyword number: 1
plane: Topic: 54, Keyword number: 2
average: Topic: 54, Keyword number: 3
days: Topic: 54, Keyword number: 4
unlikely: Topic: 54, Keyword number: 5
found: Topic: 54, Keyword number: 6
james_wong: Topic: 54, Keyword number: 7
ali: Topic: 54, Keyword number: 8
survivors: Topic: 54, Keyword number: 9
goodman: Topic: 54, Keyword number: 10
jeffrey: Topic: 54, Keyword number: 11
gradually: Topic: 54, Keyword number: 12
morgan: Topic: 54, Keyword number: 13
william: Topic: 54, Keyword number: 14
agents: Topic: 54, Keyword number: 15
horror: Topic: 54, Keyword number: 16
unlike: Topic: 54, Keyword number: 17
devon_sawa: Topic: 54, Keyword number: 18
john_denver: Topic: 54, Keyword number: 19
six_others: Topic: 54, Keyword number: 20
larter: Topic: 54, Keyword number: 21
one_one: Topic: 54, Keyword number: 22
know_last: Topic: 54, Keyword number: 23
halloween: Topic: 54, Keyword number: 24
night: Topic: 55, Keyword number: 0
it's: Topic: 55, Keyword number: 1
movies: Topic: 55, Keyword number: 2
become: Topic: 55, Keyword number: 3
several: Topic: 55, Keyword number: 4
mst: Topic: 55, Keyword number: 5
hunter: Topic: 55, Keyword number: 6
hill: Topic: 55, Keyword number: 7
town: Topic: 55, Keyword number: 8
movie: Topic: 55, Keyword number: 9
powell: Topic: 55, Keyword number: 10
right_thing: Topic: 55, Keyword number: 11
trailers: Topic: 55, Keyword number: 12
black: Topic: 55, Keyword number: 13
home: Topic: 55, Keyword number: 14
success: Topic: 55, Keyword number: 15
hamburger: Topic: 55, Keyword number: 16
laughton: Topic: 55, Keyword number: 17
traditions: Topic: 55, Keyword number: 18
harper: Topic: 55, Keyword number: 19
gig: Topic: 55, Keyword number: 20
disco: Topic: 55, Keyword number: 21
mitchum: Topic: 55, Keyword number: 22
october: Topic: 55, Keyword number: 23
dream_come: Topic: 55, Keyword number: 24
sleepy_hollow: Topic: 56, Keyword number: 0
shields: Topic: 56, Keyword number: 1
gangstas: Topic: 56, Keyword number: 2
boyfriend/cop/partner_miguel: Topic: 56, Keyword number: 3
quickly_toback: Topic: 56, Keyword number: 4
turns_frightening: Topic: 56, Keyword number: 5
jr's_face: Topic: 56, Keyword number: 6
reaction_reaction: Topic: 56, Keyword number: 7
fights_remain: Topic: 56, Keyword number: 8
problem_tyson: Topic: 56, Keyword number: 9
comes_mike: Topic: 56, Keyword number: 10
full_bluster: Topic: 56, Keyword number: 11
charlie_phillips: Topic: 56, Keyword number: 12
independence_everyone: Topic: 56, Keyword number: 13
character_finds: Topic: 56, Keyword number: 14
nil: Topic: 56, Keyword number: 15
else_going: Topic: 56, Keyword number: 16
could_explicit: Topic: 56, Keyword number: 17
tamer_rating: Topic: 56, Keyword number: 18
time_friendships: Topic: 56, Keyword number: 19
dean's_girlfriend: Topic: 56, Keyword number: 20
attorney_father: Topic: 56, Keyword number: 21
appearances_william: Topic: 56, Keyword number: 22
downey_others: Topic: 56, Keyword number: 23
terry_downey: Topic: 56, Keyword number: 24
reza: Topic: 57, Keyword number: 0
allen: Topic: 57, Keyword number: 1
jack: Topic: 57, Keyword number: 2
music: Topic: 57, Keyword number: 3
high_fidelity: Topic: 57, Keyword number: 4
nick: Topic: 57, Keyword number: 5
way: Topic: 57, Keyword number: 6
sorry: Topic: 57, Keyword number: 7
everything: Topic: 57, Keyword number: 8
woody_allen: Topic: 57, Keyword number: 9
woody: Topic: 57, Keyword number: 10
woman: Topic: 57, Keyword number: 11
think: Topic: 57, Keyword number: 12
leila_reza: Topic: 57, Keyword number: 13
birthday: Topic: 57, Keyword number: 14
mother-in-law: Topic: 57, Keyword number: 15
stephen: Topic: 57, Keyword number: 16
laugh: Topic: 57, Keyword number: 17
laughing: Topic: 57, Keyword number: 18
hold: Topic: 57, Keyword number: 19
mission_impossible: Topic: 57, Keyword number: 20
radio: Topic: 57, Keyword number: 21
predict: Topic: 57, Keyword number: 22
angela: Topic: 57, Keyword number: 23
celebrity: Topic: 57, Keyword number: 24
film: Topic: 58, Keyword number: 0
opening: Topic: 58, Keyword number: 1
couldn't: Topic: 58, Keyword number: 2
decide: Topic: 58, Keyword number: 3
weekend: Topic: 58, Keyword number: 4
would: Topic: 58, Keyword number: 5
monty: Topic: 58, Keyword number: 6
impressive: Topic: 58, Keyword number: 7
smart: Topic: 58, Keyword number: 8
horror: Topic: 58, Keyword number: 9
look: Topic: 58, Keyword number: 10
typical_horror: Topic: 58, Keyword number: 11
israel: Topic: 58, Keyword number: 12
full_monty: Topic: 58, Keyword number: 13
opening_weekend: Topic: 58, Keyword number: 14
aladdin: Topic: 58, Keyword number: 15
grant: Topic: 58, Keyword number: 16
who's: Topic: 58, Keyword number: 17
animation: Topic: 58, Keyword number: 18
boyfriend: Topic: 58, Keyword number: 19
directed: Topic: 58, Keyword number: 20
finest: Topic: 58, Keyword number: 21
girl: Topic: 58, Keyword number: 22
halloween_christmas: Topic: 58, Keyword number: 23
cheek: Topic: 58, Keyword number: 24
