simply_refuses: Topic: 0, Keyword number: 0
able: Topic: 73, Keyword number: 8
you've: Topic: 73, Keyword number: 9
first: Topic: 73, Keyword number: 10
get: Topic: 73, Keyword number: 11
chow_yun-fat: Topic: 73, Keyword number: 12
foster's: Topic: 73, Keyword number: 13
claire: Topic: 73, Keyword number: 14
dies: Topic: 73, Keyword number: 15
core: Topic: 73, Keyword number: 16
reality: Topic: 73, Keyword number: 17
see_movie: Topic: 73, Keyword number: 18
starts: Topic: 73, Keyword number: 19
won't: Topic: 73, Keyword number: 20
seems: Topic: 73, Keyword number: 21
nearly: Topic: 73, Keyword number: 22
top_female: Topic: 73, Keyword number: 23
weber: Topic: 73, Keyword number: 24
hunt_red: Topic: 75, Keyword number: 0
hunt: Topic: 75, Keyword number: 1
connery: Topic: 75, Keyword number: 2
sub: Topic: 75, Keyword number: 3
neil: Topic: 75, Keyword number: 4
you're: Topic: 75, Keyword number: 5
sean: Topic: 75, Keyword number: 6
scorsese_however: Topic: 75, Keyword number: 7
presence_overwhelms: Topic: 75, Keyword number: 8
romance_guilty: Topic: 75, Keyword number: 9
scorsese_theme: Topic: 75, Keyword number: 10
shallow_new: Topic: 75, Keyword number: 11
finest_newland: Topic: 75, Keyword number: 12
ties_many: Topic: 75, Keyword number: 13
fall_cold: Topic: 75, Keyword number: 14
would-be_lovers: Topic: 75, Keyword number: 15
spouse's: Topic: 75, Keyword number: 16
central_location: Topic: 75, Keyword number: 17
widescreen_central: Topic: 75, Keyword number: 18
effective_technique: Topic: 75, Keyword number: 19
ear_word: Topic: 75, Keyword number: 20
many_people's: Topic: 75, Keyword number: 21
naturally_tom: Topic: 75, Keyword number: 22
travel_alone: Topic: 75, Keyword number: 23
newly-broken: Topic: 75, Keyword number: 24
one-of-a-kind_computer: Topic: 77, Keyword number: 0
entices_max: Topic: 77, Keyword number: 1
clint: Topic: 77, Keyword number: 2
maddening: Topic: 77, Keyword number: 3
fronted: Topic: 77, Keyword number: 4
universe_max: Topic: 77, Keyword number: 5
jam_i'm: Topic: 77, Keyword number: 6
ideology_device: Topic: 77, Keyword number: 7
philosophy_espoused: Topic: 77, Keyword number: 8
aggressive: Topic: 77, Keyword number: 9
overlong_characters: Topic: 80, Keyword number: 0
nihilistic_bank: Topic: 80, Keyword number: 1
reported_still: Topic: 80, Keyword number: 2
fellatio_self-fulfillment: Topic: 80, Keyword number: 3
gotten_better: Topic: 81, Keyword number: 0
timing_remarkable: Topic: 81, Keyword number: 1
movie_scene: Topic: 81, Keyword number: 2
bulworth: Topic: 85, Keyword number: 0
platt: Topic: 85, Keyword number: 1
political: Topic: 85, Keyword number: 2
inner-city: Topic: 85, Keyword number: 3
assassin: Topic: 85, Keyword number: 4
berry: Topic: 85, Keyword number: 5
nina: Topic: 85, Keyword number: 6
campaign: Topic: 85, Keyword number: 7
warren: Topic: 85, Keyword number: 8
murphy: Topic: 85, Keyword number: 9
blah: Topic: 85, Keyword number: 10
rapping: Topic: 85, Keyword number: 11
dennis_murphy: Topic: 85, Keyword number: 12
american_politics: Topic: 85, Keyword number: 13
funniest: Topic: 85, Keyword number: 14
sorvino: Topic: 85, Keyword number: 15
beatty's: Topic: 85, Keyword number: 16
politics: Topic: 85, Keyword number: 17
halle: Topic: 85, Keyword number: 18
democratic_party: Topic: 85, Keyword number: 19
assistant: Topic: 85, Keyword number: 20
democratic: Topic: 85, Keyword number: 21
paul: Topic: 85, Keyword number: 22
do--this_movie: Topic: 85, Keyword number: 23
free-form_sections: Topic: 85, Keyword number: 24
adapting_highly: Topic: 86, Keyword number: 0
well-crafted_except: Topic: 86, Keyword number: 1
activities_treating: Topic: 86, Keyword number: 2
even_woody: Topic: 86, Keyword number: 3
in-depth_character: Topic: 86, Keyword number: 4
fulfill_life: Topic: 86, Keyword number: 5
problems_saving: Topic: 86, Keyword number: 6
comic_strip: Topic: 86, Keyword number: 7
inhabit: Topic: 86, Keyword number: 8
well-crafted: Topic: 86, Keyword number: 9
middle-aged: Topic: 86, Keyword number: 10
helena_bonham: Topic: 86, Keyword number: 11
overall_however: Topic: 86, Keyword number: 12
elders: Topic: 87, Keyword number: 0
films_available: Topic: 87, Keyword number: 1
four_films: Topic: 87, Keyword number: 2
also_enjoyable: Topic: 87, Keyword number: 3
later_films: Topic: 87, Keyword number: 4
follow_taxing: Topic: 87, Keyword number: 5
seeing_specially: Topic: 87, Keyword number: 6
less_guilty: Topic: 87, Keyword number: 7
itami_died: Topic: 87, Keyword number: 8
away_satire: Topic: 87, Keyword number: 9
story_goro: Topic: 87, Keyword number: 10
corrupt_opponent: Topic: 87, Keyword number: 11
showdown_truth: Topic: 87, Keyword number: 12
hanako_tread: Topic: 87, Keyword number: 13
supervisors_eventually: Topic: 87, Keyword number: 14
managers_well: Topic: 87, Keyword number: 15
paybacks_one: Topic: 87, Keyword number: 16
also_trickery: Topic: 87, Keyword number: 17
customers_buy: Topic: 87, Keyword number: 18
hanako's_ideas: Topic: 87, Keyword number: 19
date_try: Topic: 87, Keyword number: 20
trade_done: Topic: 87, Keyword number: 21
familiar_operation: Topic: 87, Keyword number: 22
name_mind: Topic: 87, Keyword number: 23
competitor_comes: Topic: 87, Keyword number: 24
film: Topic: 88, Keyword number: 0
it's: Topic: 88, Keyword number: 1
little: Topic: 88, Keyword number: 2
part: Topic: 88, Keyword number: 3
true: Topic: 88, Keyword number: 4
great: Topic: 88, Keyword number: 5
never: Topic: 88, Keyword number: 6
actually: Topic: 88, Keyword number: 7
love: Topic: 88, Keyword number: 8
elvis: Topic: 88, Keyword number: 9
well: Topic: 88, Keyword number: 10
plenty: Topic: 88, Keyword number: 11
borrowers: Topic: 88, Keyword number: 12
thriller: Topic: 88, Keyword number: 13
left: Topic: 88, Keyword number: 14
become: Topic: 88, Keyword number: 15
seen: Topic: 88, Keyword number: 16
gets: Topic: 88, Keyword number: 17
back: Topic: 88, Keyword number: 18
there's: Topic: 88, Keyword number: 19
who's: Topic: 88, Keyword number: 20
moments: Topic: 88, Keyword number: 21
minutes: Topic: 88, Keyword number: 22
ever: Topic: 88, Keyword number: 23
performances: Topic: 88, Keyword number: 24
just-deceased_patient: Topic: 89, Keyword number: 0
movie: Topic: 90, Keyword number: 0
floor: Topic: 90, Keyword number: 1
fuller: Topic: 90, Keyword number: 2
world: Topic: 90, Keyword number: 3
thirteenth_floor: Topic: 90, Keyword number: 4
douglas: Topic: 90, Keyword number: 5
reality: Topic: 90, Keyword number: 6
halloween: Topic: 90, Keyword number: 7
hall: Topic: 90, Keyword number: 8
matrix: Topic: 90, Keyword number: 9
film: Topic: 90, Keyword number: 10
similar: Topic: 90, Keyword number: 11
given: Topic: 90, Keyword number: 12
becomes: Topic: 90, Keyword number: 13
times: Topic: 90, Keyword number: 14
douglas_hall: Topic: 90, Keyword number: 15
themes: Topic: 90, Keyword number: 16
cruise: Topic: 90, Keyword number: 17
result: Topic: 90, Keyword number: 18
computer: Topic: 90, Keyword number: 19
fiction: Topic: 90, Keyword number: 20
special: Topic: 90, Keyword number: 21
bierko: Topic: 90, Keyword number: 22
existenz: Topic: 90, Keyword number: 23
rea: Topic: 90, Keyword number: 24
comedies: Topic: 91, Keyword number: 0
fantasy_theoretical: Topic: 91, Keyword number: 1
data_casualty: Topic: 91, Keyword number: 2
devise_ways: Topic: 91, Keyword number: 3
idea--and_perhaps: Topic: 91, Keyword number: 4
ironic_aspect: Topic: 91, Keyword number: 5
yeah_where's: Topic: 91, Keyword number: 6
thought_trailer: Topic: 91, Keyword number: 7
monkey_photo: Topic: 91, Keyword number: 8
get_monkey: Topic: 91, Keyword number: 9
character_general: Topic: 91, Keyword number: 10
instead_zeroing: Topic: 91, Keyword number: 11
bulimia_orgy: Topic: 91, Keyword number: 12
especially_liked: Topic: 91, Keyword number: 13
others_especially: Topic: 91, Keyword number: 14
unrestrained_whipping: Topic: 91, Keyword number: 15
stupid_unfunny: Topic: 91, Keyword number: 16
dumb_comedies: Topic: 91, Keyword number: 17
circumstance_relax: Topic: 91, Keyword number: 18
idiotic_premises: Topic: 91, Keyword number: 19
based_idiotic: Topic: 91, Keyword number: 20
world_stupid: Topic: 91, Keyword number: 21
abolish_child: Topic: 91, Keyword number: 22
malaysia_wants: Topic: 91, Keyword number: 23
also_dumb: Topic: 91, Keyword number: 24
works_falls: Topic: 92, Keyword number: 0
competing_disney: Topic: 93, Keyword number: 0
shortly_following: Topic: 93, Keyword number: 1
least_voice: Topic: 93, Keyword number: 2
cat_jiji: Topic: 93, Keyword number: 3
inside_seeing: Topic: 93, Keyword number: 4
beauty_causes: Topic: 93, Keyword number: 5
making_question: Topic: 93, Keyword number: 6
friend-friend_details: Topic: 93, Keyword number: 7
master-servant: Topic: 93, Keyword number: 8
inner_worth: Topic: 93, Keyword number: 9
acts_village: Topic: 93, Keyword number: 10
world_thirteen: Topic: 93, Keyword number: 11
service_starts: Topic: 93, Keyword number: 12
movies_particularly: Topic: 93, Keyword number: 13
distributed_neighbor: Topic: 93, Keyword number: 14
lame_plot: Topic: 93, Keyword number: 15
surpassed_classic: Topic: 93, Keyword number: 16
scientologists_pacing: Topic: 93, Keyword number: 17
goes_mind: Topic: 93, Keyword number: 18
moviemaking_years: Topic: 93, Keyword number: 19
shown_movie: Topic: 93, Keyword number: 20
powerful_meaning: Topic: 93, Keyword number: 21
enter_relationship: Topic: 93, Keyword number: 22
fitts_teenager: Topic: 93, Keyword number: 23
blackmailed_would: Topic: 93, Keyword number: 24
never: Topic: 94, Keyword number: 0
meet: Topic: 94, Keyword number: 1
parrish: Topic: 94, Keyword number: 2
shandling_makes: Topic: 94, Keyword number: 3
meet_joe: Topic: 94, Keyword number: 4
home_video: Topic: 94, Keyword number: 5
black_delivers: Topic: 94, Keyword number: 6
necessarily_expect: Topic: 94, Keyword number: 7
seems_well: Topic: 94, Keyword number: 8
hopkins_sound: Topic: 94, Keyword number: 9
exact_nature: Topic: 94, Keyword number: 10
never_distractingly: Topic: 94, Keyword number: 11
susan's: Topic: 94, Keyword number: 12
main_rival: Topic: 94, Keyword number: 13
black's_main: Topic: 94, Keyword number: 14
weber_ambitious: Topic: 94, Keyword number: 15
drew_jake: Topic: 94, Keyword number: 16
able_hold: Topic: 94, Keyword number: 17
begins_distract: Topic: 94, Keyword number: 18
used_pitt: Topic: 94, Keyword number: 19
ropes_love: Topic: 94, Keyword number: 20
let_contrast: Topic: 94, Keyword number: 21
black_william: Topic: 94, Keyword number: 22
surprisingly_interactions: Topic: 94, Keyword number: 23
enjoy_atmosphere: Topic: 94, Keyword number: 24
seen_originally: Topic: 97, Keyword number: 0
eccentric_fishnet-stocking: Topic: 97, Keyword number: 1
best_musical: Topic: 97, Keyword number: 2
early_stage: Topic: 97, Keyword number: 3
culture_austin: Topic: 97, Keyword number: 4
eliot's: Topic: 100, Keyword number: 0
redefinition: Topic: 100, Keyword number: 1
taste_approached: Topic: 100, Keyword number: 2
inhabiting_robin: Topic: 100, Keyword number: 3
luxuriantly: Topic: 100, Keyword number: 4
royal_blood: Topic: 100, Keyword number: 5
lived_life: Topic: 100, Keyword number: 6
adheres: Topic: 100, Keyword number: 7
really_succeed: Topic: 100, Keyword number: 8
spiritual_guide: Topic: 100, Keyword number: 9
mcfarlane's_urban: Topic: 100, Keyword number: 10
uncovers_clues: Topic: 100, Keyword number: 11
homeless_madman-cum-detective: Topic: 100, Keyword number: 12
books_movie: Topic: 100, Keyword number: 13
film_thus: Topic: 100, Keyword number: 14
frozen: Topic: 100, Keyword number: 15
coverage: Topic: 100, Keyword number: 16
freak: Topic: 100, Keyword number: 17
comforts: Topic: 100, Keyword number: 18
creation: Topic: 100, Keyword number: 19
watson: Topic: 101, Keyword number: 0
rachel: Topic: 101, Keyword number: 1
cottrell: Topic: 101, Keyword number: 2
reaches_upper: Topic: 101, Keyword number: 3
movie_reaches: Topic: 101, Keyword number: 4
envigorating_story: Topic: 101, Keyword number: 5
envigorating: Topic: 101, Keyword number: 6
rather_depressing: Topic: 101, Keyword number: 7
controversial_say: Topic: 101, Keyword number: 8
script_controversial: Topic: 101, Keyword number: 9
courses_fame: Topic: 101, Keyword number: 10
skillfully_molds: Topic: 101, Keyword number: 11
case_david: Topic: 101, Keyword number: 12
mystery_thriller: Topic: 101, Keyword number: 13
adopts_style: Topic: 101, Keyword number: 14
dual_nature: Topic: 101, Keyword number: 15
commended_well-polished: Topic: 101, Keyword number: 16
depth_characters: Topic: 101, Keyword number: 17
perhaps_unsympathetic: Topic: 101, Keyword number: 18
jackie_times: Topic: 101, Keyword number: 19
portrayal_jackie: Topic: 101, Keyword number: 20
settles_marriage: Topic: 101, Keyword number: 21
hilary_settles: Topic: 101, Keyword number: 22
paths_hilary: Topic: 101, Keyword number: 23
although_lives: Topic: 101, Keyword number: 24
interpretations: Topic: 102, Keyword number: 0
lord_joe: Topic: 102, Keyword number: 1
hour_shorter: Topic: 102, Keyword number: 2
kept_dark: Topic: 103, Keyword number: 0
something_sect: Topic: 103, Keyword number: 1
rebelling: Topic: 103, Keyword number: 2
bed_sleeps: Topic: 103, Keyword number: 3
impossible_imagine: Topic: 103, Keyword number: 4
attitudes_extreme: Topic: 103, Keyword number: 5
placards: Topic: 103, Keyword number: 6
hasidic_marriage: Topic: 103, Keyword number: 7
life_film: Topic: 103, Keyword number: 8
examined: Topic: 103, Keyword number: 9
joined: Topic: 103, Keyword number: 10
survive_demanding: Topic: 104, Keyword number: 0
film: Topic: 106, Keyword number: 0
like: Topic: 106, Keyword number: 1
people: Topic: 106, Keyword number: 2
movie: Topic: 106, Keyword number: 3
way: Topic: 106, Keyword number: 4
much: Topic: 106, Keyword number: 5
good: Topic: 106, Keyword number: 6
yet: Topic: 106, Keyword number: 7
still: Topic: 106, Keyword number: 8
game: Topic: 106, Keyword number: 9
man: Topic: 106, Keyword number: 10
would: Topic: 106, Keyword number: 11
especially: Topic: 106, Keyword number: 12
actor: Topic: 106, Keyword number: 13
old: Topic: 106, Keyword number: 14
quite: Topic: 106, Keyword number: 15
scenes: Topic: 106, Keyword number: 16
including: Topic: 106, Keyword number: 17
one: Topic: 106, Keyword number: 18
dialogue: Topic: 106, Keyword number: 19
direction: Topic: 106, Keyword number: 20
also: Topic: 106, Keyword number: 21
main: Topic: 106, Keyword number: 22
back: Topic: 106, Keyword number: 23
isn't: Topic: 106, Keyword number: 24
native_american: Topic: 108, Keyword number: 0
professor_soon: Topic: 108, Keyword number: 1
starring_children: Topic: 108, Keyword number: 2
ruse: Topic: 108, Keyword number: 3
krippendorf_caught: Topic: 108, Keyword number: 4
lecture_newfound: Topic: 108, Keyword number: 5
lidner: Topic: 108, Keyword number: 6
guinea_however: Topic: 108, Keyword number: 7
dreyfuss_renowned: Topic: 108, Keyword number: 8
dinosaurs_sometimes: Topic: 108, Keyword number: 9
drop_convincing: Topic: 108, Keyword number: 10
adventure_film: Topic: 108, Keyword number: 11
poorly: Topic: 108, Keyword number: 12
bring: Topic: 108, Keyword number: 13
however_one: Topic: 108, Keyword number: 14
strides: Topic: 109, Keyword number: 0
entertainment_you'll: Topic: 109, Keyword number: 1
emotional_brutally: Topic: 109, Keyword number: 2
squeezing_toilet: Topic: 109, Keyword number: 3
black_murky: Topic: 109, Keyword number: 4
henry_jack: Topic: 109, Keyword number: 5
zoolander: Topic: 110, Keyword number: 0
derek: Topic: 110, Keyword number: 1
ben_stiller: Topic: 110, Keyword number: 2
mugatu: Topic: 110, Keyword number: 3
stiller's: Topic: 110, Keyword number: 4
brady: Topic: 110, Keyword number: 5
especially_considering: Topic: 110, Keyword number: 6
masterpiece_worthy: Topic: 110, Keyword number: 7
decent_pickings: Topic: 110, Keyword number: 8
gross_lack: Topic: 110, Keyword number: 9
considering_gross: Topic: 110, Keyword number: 10
screwball_humor: Topic: 110, Keyword number: 11
hardly_highbrow: Topic: 110, Keyword number: 12
role_zoolander: Topic: 110, Keyword number: 13
flimsy_role: Topic: 110, Keyword number: 14
would've_added: Topic: 110, Keyword number: 15
garofolo: Topic: 110, Keyword number: 16
cynicism_janeane: Topic: 110, Keyword number: 17
jane_hasn't: Topic: 110, Keyword number: 18
dowdy: Topic: 110, Keyword number: 19
seeing_marcia: Topic: 110, Keyword number: 20
league_maybe: Topic: 110, Keyword number: 21
place_league: Topic: 110, Keyword number: 22
taylor_seems: Topic: 110, Keyword number: 23
uproarious_one-liners: Topic: 110, Keyword number: 24
storm: Topic: 114, Keyword number: 0
fluid_dynamics: Topic: 114, Keyword number: 1
created_fluid: Topic: 114, Keyword number: 2
formulaic_cliches: Topic: 114, Keyword number: 3
helicopter_rescue: Topic: 114, Keyword number: 4
guard_helicopter: Topic: 114, Keyword number: 5
proportions_also: Topic: 114, Keyword number: 6
approaching_boston: Topic: 114, Keyword number: 7
that's_minor: Topic: 114, Keyword number: 8
spoil_that's: Topic: 114, Keyword number: 9
breaks_fish: Topic: 114, Keyword number: 10
man_overboard: Topic: 114, Keyword number: 11
wave_man: Topic: 114, Keyword number: 12
there's_rogue: Topic: 114, Keyword number: 13
flemish_cap: Topic: 114, Keyword number: 14
skipper's_convinced: Topic: 114, Keyword number: 15
fichtner: Topic: 114, Keyword number: 16
payne_lonely: Topic: 114, Keyword number: 17
girl-friend: Topic: 114, Keyword number: 18
money_build: Topic: 114, Keyword number: 19
walhberg_needs: Topic: 114, Keyword number: 20
elizabeth_mastrantonio: Topic: 114, Keyword number: 21
