death: Topic: 2, Keyword number: 0
cannibalism: Topic: 91, Keyword number: 12
catchy: Topic: 91, Keyword number: 13
parker: Topic: 91, Keyword number: 14
bigger: Topic: 91, Keyword number: 15
five: Topic: 91, Keyword number: 16
dvds_seen: Topic: 91, Keyword number: 17
staff_troma: Topic: 91, Keyword number: 18
stage_production: Topic: 91, Keyword number: 19
performed_cast: Topic: 91, Keyword number: 20
terror_firmer: Topic: 91, Keyword number: 21
band_motorhead: Topic: 91, Keyword number: 22
motorhead: Topic: 91, Keyword number: 23
matt_lemmy: Topic: 91, Keyword number: 24
makes_sweet: Topic: 92, Keyword number: 0
make_outlandish: Topic: 92, Keyword number: 1
weirdoes: Topic: 92, Keyword number: 2
group_drama: Topic: 92, Keyword number: 3
bathroom_scales: Topic: 92, Keyword number: 4
retorts_easy: Topic: 92, Keyword number: 5
retorts: Topic: 92, Keyword number: 6
going_romy's: Topic: 92, Keyword number: 7
cheerleaders: Topic: 92, Keyword number: 8
dolores: Topic: 93, Keyword number: 0
kathy_bates: Topic: 93, Keyword number: 1
character: Topic: 93, Keyword number: 2
strathairn: Topic: 93, Keyword number: 3
detective_john: Topic: 93, Keyword number: 4
wide: Topic: 93, Keyword number: 5
character_study: Topic: 93, Keyword number: 6
however_performances: Topic: 93, Keyword number: 7
claiborne_suffers: Topic: 93, Keyword number: 8
success_shawshank: Topic: 93, Keyword number: 9
genre_release: Topic: 93, Keyword number: 10
essentially_film: Topic: 93, Keyword number: 11
axe-wielding: Topic: 93, Keyword number: 12
pacing_may: Topic: 93, Keyword number: 13
could_classified: Topic: 93, Keyword number: 14
potential_dolores: Topic: 93, Keyword number: 15
nova_scotia: Topic: 93, Keyword number: 16
ice-blue_hue: Topic: 93, Keyword number: 17
hue: Topic: 93, Keyword number: 18
chilling_ice-blue: Topic: 93, Keyword number: 19
undermine_suspense: Topic: 93, Keyword number: 20
tends_numbingly: Topic: 93, Keyword number: 21
terms_effectiveness: Topic: 93, Keyword number: 22
hit-and-miss_terms: Topic: 93, Keyword number: 23
present_hit-and-miss: Topic: 93, Keyword number: 24
teammate: Topic: 95, Keyword number: 0
deceit_turning: Topic: 95, Keyword number: 1
displaying_odin's: Topic: 95, Keyword number: 2
intensity_martin: Topic: 95, Keyword number: 3
harbor_hand: Topic: 95, Keyword number: 4
institution_josh: Topic: 95, Keyword number: 5
on-court_general: Topic: 95, Keyword number: 6
james_mekhi: Topic: 95, Keyword number: 7
hamlet_ethan: Topic: 95, Keyword number: 8
ferocious: Topic: 95, Keyword number: 9
approach_it's: Topic: 99, Keyword number: 0
cut-out_cover: Topic: 99, Keyword number: 1
like_cut-out: Topic: 99, Keyword number: 2
merely_follow: Topic: 99, Keyword number: 3
meyer: Topic: 99, Keyword number: 4
brief_performance: Topic: 101, Keyword number: 0
poignant_musical: Topic: 101, Keyword number: 1
pretty_awesome: Topic: 101, Keyword number: 2
woman_really: Topic: 101, Keyword number: 3
seeming_like: Topic: 101, Keyword number: 4
stumbling_either: Topic: 101, Keyword number: 5
hippie_wouldn't: Topic: 104, Keyword number: 0
behaved: Topic: 104, Keyword number: 1
comprehend_anyone: Topic: 104, Keyword number: 2
starting_bother: Topic: 104, Keyword number: 3
emptiness_around: Topic: 104, Keyword number: 4
countercultural: Topic: 104, Keyword number: 5
film_accurately: Topic: 104, Keyword number: 6
doubt_family: Topic: 104, Keyword number: 7
strapped_cash: Topic: 104, Keyword number: 8
girls_julia: Topic: 104, Keyword number: 9
written_director's: Topic: 104, Keyword number: 10
sufis_seem: Topic: 104, Keyword number: 11
off-handed_slurring: Topic: 104, Keyword number: 12
adjusting_foreign: Topic: 104, Keyword number: 13
unwritten: Topic: 104, Keyword number: 14
harmed: Topic: 104, Keyword number: 15
one_reasons: Topic: 104, Keyword number: 16
dozens_famous: Topic: 104, Keyword number: 17
where's_joblo: Topic: 104, Keyword number: 18
ramen_soup: Topic: 105, Keyword number: 0
familiar_way: Topic: 105, Keyword number: 1
vignettes_itami: Topic: 105, Keyword number: 2
shared_also: Topic: 105, Keyword number: 3
scene_meant: Topic: 105, Keyword number: 4
man_ulterior: Topic: 105, Keyword number: 5
night_leads: Topic: 105, Keyword number: 6
store_late: Topic: 105, Keyword number: 7
gems: Topic: 105, Keyword number: 8
goro: Topic: 105, Keyword number: 9
perfect_pairing: Topic: 107, Keyword number: 0
australian_films: Topic: 108, Keyword number: 0
australia_nourishing: Topic: 108, Keyword number: 1
background_dominates: Topic: 108, Keyword number: 2
feel_warmth: Topic: 108, Keyword number: 3
fuse_lit: Topic: 108, Keyword number: 4
takes_sacred: Topic: 108, Keyword number: 5
gone_hills: Topic: 108, Keyword number: 6
tony_pedersen: Topic: 108, Keyword number: 7
heat_flies: Topic: 108, Keyword number: 8
tension_like: Topic: 108, Keyword number: 9
side_line: Topic: 108, Keyword number: 10
brutal_payback: Topic: 108, Keyword number: 11
balance_admits: Topic: 108, Keyword number: 12
key_payback: Topic: 108, Keyword number: 13
includes_system: Topic: 108, Keyword number: 14
proud_year: Topic: 108, Keyword number: 15
aboriginals_people: Topic: 108, Keyword number: 16
hundreds_kilometres: Topic: 108, Keyword number: 17
cast_credits: Topic: 108, Keyword number: 18
established_cast: Topic: 108, Keyword number: 19
shine_one: Topic: 108, Keyword number: 20
prisoners_hiv-positive: Topic: 108, Keyword number: 21
institute_awards: Topic: 108, Keyword number: 22
springs_first: Topic: 108, Keyword number: 23
understanding_role: Topic: 108, Keyword number: 24
little_say: Topic: 109, Keyword number: 0
technical: Topic: 109, Keyword number: 1
disney: Topic: 113, Keyword number: 0
get_mexico: Topic: 113, Keyword number: 1
rolling: Topic: 113, Keyword number: 2
inventive: Topic: 113, Keyword number: 3
it's: Topic: 113, Keyword number: 4
casting: Topic: 113, Keyword number: 5
shaft_movie: Topic: 113, Keyword number: 6
requisite_foot: Topic: 113, Keyword number: 7
really_action: Topic: 113, Keyword number: 8
uppity_killer: Topic: 113, Keyword number: 9
wright_co-stars: Topic: 113, Keyword number: 10
ensemble_surrounding: Topic: 113, Keyword number: 11
does--and: Topic: 113, Keyword number: 12
bowed_filming: Topic: 113, Keyword number: 13
nephew_samuel: Topic: 113, Keyword number: 14
shaft_in_africa: Topic: 113, Keyword number: 15
distinguishes_standard: Topic: 113, Keyword number: 16
completely_escaped: Topic: 113, Keyword number: 17
lewis_daughter: Topic: 113, Keyword number: 18
backslidden: Topic: 113, Keyword number: 19
scene_sets: Topic: 113, Keyword number: 20
worst_sex: Topic: 113, Keyword number: 21
whose_three: Topic: 113, Keyword number: 22
shot_least: Topic: 113, Keyword number: 23
allowed_play: Topic: 113, Keyword number: 24
character: Topic: 116, Keyword number: 0
love: Topic: 116, Keyword number: 1
scorsese: Topic: 116, Keyword number: 2
ironic: Topic: 116, Keyword number: 3
vision: Topic: 116, Keyword number: 4
presents: Topic: 116, Keyword number: 5
among: Topic: 116, Keyword number: 6
dark_city: Topic: 116, Keyword number: 7
based: Topic: 116, Keyword number: 8
entertaining: Topic: 116, Keyword number: 9
surprised: Topic: 116, Keyword number: 10
intelligent: Topic: 116, Keyword number: 11
mind: Topic: 116, Keyword number: 12
fall: Topic: 116, Keyword number: 13
managed: Topic: 116, Keyword number: 14
surgery: Topic: 116, Keyword number: 15
moments: Topic: 116, Keyword number: 16
written: Topic: 116, Keyword number: 17
wife: Topic: 116, Keyword number: 18
work: Topic: 116, Keyword number: 19
less: Topic: 116, Keyword number: 20
mansfield: Topic: 116, Keyword number: 21
virgil's: Topic: 116, Keyword number: 22
shall: Topic: 116, Keyword number: 23
yes: Topic: 116, Keyword number: 24
delicately_made: Topic: 117, Keyword number: 0
montana_including: Topic: 117, Keyword number: 1
personal_redford: Topic: 117, Keyword number: 2
widescreen: Topic: 117, Keyword number: 3
crime_fighter: Topic: 120, Keyword number: 0
one_conservative: Topic: 120, Keyword number: 1
balls: Topic: 120, Keyword number: 2
karen: Topic: 121, Keyword number: 0
escape: Topic: 121, Keyword number: 1
movie: Topic: 121, Keyword number: 2
fred: Topic: 121, Keyword number: 3
smart: Topic: 121, Keyword number: 4
story: Topic: 121, Keyword number: 5
suburban: Topic: 121, Keyword number: 6
who's: Topic: 121, Keyword number: 7
prison: Topic: 121, Keyword number: 8
blacks: Topic: 121, Keyword number: 9
make_good: Topic: 121, Keyword number: 10
blonde: Topic: 121, Keyword number: 11
offers: Topic: 121, Keyword number: 12
performances: Topic: 121, Keyword number: 13
much: Topic: 121, Keyword number: 14
kids: Topic: 121, Keyword number: 15
house_suburb: Topic: 121, Keyword number: 16
embarks: Topic: 121, Keyword number: 17
frank_capra's: Topic: 121, Keyword number: 18
seen_it's: Topic: 121, Keyword number: 19
excited: Topic: 121, Keyword number: 20
edge: Topic: 121, Keyword number: 21
wisely: Topic: 121, Keyword number: 22
everyone: Topic: 121, Keyword number: 23
longer: Topic: 121, Keyword number: 24
jeopardy: Topic: 123, Keyword number: 0
lee_jones: Topic: 123, Keyword number: 1
ashley: Topic: 123, Keyword number: 2
diverts: Topic: 123, Keyword number: 3
concerned_smart: Topic: 123, Keyword number: 4
fallacy_delights: Topic: 123, Keyword number: 5
cops_deft: Topic: 123, Keyword number: 6
features_featuring: Topic: 123, Keyword number: 7
hollywood_features: Topic: 123, Keyword number: 8
refrains_developing: Topic: 123, Keyword number: 9
use_stone-faced: Topic: 123, Keyword number: 10
fugitive_movie: Topic: 123, Keyword number: 11
role_giving: Topic: 123, Keyword number: 12
emotion_could: Topic: 123, Keyword number: 13
tremendously_difficult: Topic: 123, Keyword number: 14
purpose_entertain: Topic: 123, Keyword number: 15
jeopardy_however: Topic: 123, Keyword number: 16
furious_it's: Topic: 123, Keyword number: 17
legally_false: Topic: 123, Keyword number: 18
long_killed: Topic: 123, Keyword number: 19
difficult_anticipated: Topic: 123, Keyword number: 20
find_husband: Topic: 123, Keyword number: 21
officer_travis: Topic: 123, Keyword number: 22
parole_sent: Topic: 123, Keyword number: 23
short_amount: Topic: 123, Keyword number: 24
ned_devine: Topic: 125, Keyword number: 0
waking_ned: Topic: 125, Keyword number: 1
something: Topic: 125, Keyword number: 2
town: Topic: 125, Keyword number: 3
sweet_can't: Topic: 125, Keyword number: 4
finest_films: Topic: 125, Keyword number: 5
released_late: Topic: 125, Keyword number: 6
list_another: Topic: 125, Keyword number: 7
best/worst_list: Topic: 125, Keyword number: 8
year's_best/worst: Topic: 125, Keyword number: 9
endearing_norm: Topic: 125, Keyword number: 10
films_performances: Topic: 125, Keyword number: 11
touching_looks: Topic: 125, Keyword number: 12
devine_means: Topic: 125, Keyword number: 13
since_kelly: Topic: 125, Keyword number: 14
set_especially: Topic: 125, Keyword number: 15
make_cute: Topic: 125, Keyword number: 16
getting_years: Topic: 125, Keyword number: 17
rail_getting: Topic: 125, Keyword number: 18
sleepy_irish: Topic: 125, Keyword number: 19
trouble_little: Topic: 125, Keyword number: 20
michael_get: Topic: 125, Keyword number: 21
later_twists: Topic: 125, Keyword number: 22
divulge_later: Topic: 125, Keyword number: 23
rather_divulge: Topic: 125, Keyword number: 24
role_perfectly: Topic: 127, Keyword number: 0
guns_inside: Topic: 127, Keyword number: 1
film: Topic: 129, Keyword number: 0
like: Topic: 129, Keyword number: 1
get: Topic: 129, Keyword number: 2
one: Topic: 129, Keyword number: 3
played: Topic: 129, Keyword number: 4
doesn't: Topic: 129, Keyword number: 5
family: Topic: 129, Keyword number: 6
director: Topic: 129, Keyword number: 7
see: Topic: 129, Keyword number: 8
actor: Topic: 129, Keyword number: 9
murder: Topic: 129, Keyword number: 10
job: Topic: 129, Keyword number: 11
state: Topic: 129, Keyword number: 12
away: Topic: 129, Keyword number: 13
story: Topic: 129, Keyword number: 14
much: Topic: 129, Keyword number: 15
suicide: Topic: 129, Keyword number: 16
especially: Topic: 129, Keyword number: 17
already: Topic: 129, Keyword number: 18
know: Topic: 129, Keyword number: 19
even: Topic: 129, Keyword number: 20
video: Topic: 129, Keyword number: 21
feels: Topic: 129, Keyword number: 22
guy: Topic: 129, Keyword number: 23
spacey: Topic: 129, Keyword number: 24
it's_going: Topic: 130, Keyword number: 0
kid: Topic: 134, Keyword number: 0
blues_brothers: Topic: 134, Keyword number: 1
cab: Topic: 134, Keyword number: 2
pleased: Topic: 134, Keyword number: 3
hours_pass: Topic: 134, Keyword number: 4
minor_time: Topic: 134, Keyword number: 5
somehow_didn't: Topic: 134, Keyword number: 6
sappy_towards: Topic: 134, Keyword number: 7
work_gets: Topic: 134, Keyword number: 8
coufax's: Topic: 134, Keyword number: 9
social_services: Topic: 134, Keyword number: 10
worker_joey: Topic: 134, Keyword number: 11
building_tripping: Topic: 134, Keyword number: 12
teaching_different: Topic: 134, Keyword number: 13
who's_mysteriously: Topic: 134, Keyword number: 14
demands_change: Topic: 134, Keyword number: 15
gig: Topic: 134, Keyword number: 16
he's_sonny: Topic: 134, Keyword number: 17
daddy_movie: Topic: 134, Keyword number: 18
sandler_new: Topic: 134, Keyword number: 19
gilmore_father: Topic: 134, Keyword number: 20
joy_watch: Topic: 134, Keyword number: 21
behind_coffins: Topic: 134, Keyword number: 22
toy_excercise: Topic: 134, Keyword number: 23
child's: Topic: 134, Keyword number: 24
treasures_time: Topic: 135, Keyword number: 0
decades_maybe: Topic: 135, Keyword number: 1
porno_star: Topic: 135, Keyword number: 2
way_runs: Topic: 135, Keyword number: 3
jeff_dude: Topic: 135, Keyword number: 4
gyllenhaal_teenager: Topic: 135, Keyword number: 5
look_like: Topic: 135, Keyword number: 6
first_strike: Topic: 136, Keyword number: 0
charming: Topic: 136, Keyword number: 1
center: Topic: 136, Keyword number: 2
wonders: Topic: 136, Keyword number: 3
jackie: Topic: 136, Keyword number: 4
nice: Topic: 136, Keyword number: 5
hanks's: Topic: 136, Keyword number: 6
draw_major: Topic: 136, Keyword number: 7
hit_that's: Topic: 136, Keyword number: 8
side-splitting_comedy: Topic: 136, Keyword number: 9
high-flying: Topic: 136, Keyword number: 10
behind_incident: Topic: 136, Keyword number: 11
deal_botched: Topic: 136, Keyword number: 12
smuggling_deal: Topic: 136, Keyword number: 13
nuclear-weapon_smuggling: Topic: 136, Keyword number: 14
nuclear-weapon: Topic: 136, Keyword number: 15
others_sort-of: Topic: 136, Keyword number: 16
agent_james: Topic: 136, Keyword number: 17
that's_secret: Topic: 136, Keyword number: 18
humorously_taunts: Topic: 136, Keyword number: 19
he's_eddie: Topic: 136, Keyword number: 20
witty_italian-like: Topic: 136, Keyword number: 21
film_sums: Topic: 136, Keyword number: 22
temperatures: Topic: 136, Keyword number: 23
freezing_arctic: Topic: 136, Keyword number: 24
film: Topic: 138, Keyword number: 0
alien: Topic: 138, Keyword number: 1
aliens: Topic: 138, Keyword number: 2
another: Topic: 138, Keyword number: 3
plot: Topic: 138, Keyword number: 4
existenz: Topic: 138, Keyword number: 5
films: Topic: 138, Keyword number: 6
seem: Topic: 138, Keyword number: 7
action: Topic: 138, Keyword number: 8
quite: Topic: 138, Keyword number: 9
many: Topic: 138, Keyword number: 10
one: Topic: 138, Keyword number: 11
science_fiction: Topic: 138, Keyword number: 12
action_film: Topic: 138, Keyword number: 13
suspense: Topic: 138, Keyword number: 14
fiction: Topic: 138, Keyword number: 15
different: Topic: 138, Keyword number: 16
weaver: Topic: 138, Keyword number: 17
mystery: Topic: 138, Keyword number: 18
guess: Topic: 138, Keyword number: 19
killed: Topic: 138, Keyword number: 20
played: Topic: 138, Keyword number: 21
left: Topic: 138, Keyword number: 22
bear: Topic: 138, Keyword number: 23
moments: Topic: 138, Keyword number: 24
matrix: Topic: 140, Keyword number: 0
event: Topic: 140, Keyword number: 1
effects: Topic: 140, Keyword number: 2
fishburne: Topic: 140, Keyword number: 3
laurence_fishburne: Topic: 140, Keyword number: 4
laurence: Topic: 140, Keyword number: 5
plenty: Topic: 140, Keyword number: 6
neo: Topic: 140, Keyword number: 7
wachowski_brothers: Topic: 140, Keyword number: 8
wachowski: Topic: 140, Keyword number: 9
card: Topic: 140, Keyword number: 10
cool: Topic: 140, Keyword number: 11
sci-fi: Topic: 140, Keyword number: 12
led: Topic: 140, Keyword number: 13
quite: Topic: 140, Keyword number: 14
card_sharp: Topic: 140, Keyword number: 15
like_card: Topic: 140, Keyword number: 16
gravity_drive: Topic: 140, Keyword number: 17
right_around: Topic: 140, Keyword number: 18
wachowskis: Topic: 140, Keyword number: 19
leather: Topic: 140, Keyword number: 20
neo_keanu: Topic: 140, Keyword number: 21
computer_program: Topic: 140, Keyword number: 22
seven_years: Topic: 140, Keyword number: 23
motion_picture: Topic: 140, Keyword number: 24
bacon: Topic: 141, Keyword number: 0
reminder: Topic: 141, Keyword number: 1
cookie: Topic: 141, Keyword number: 2
francis_bacon: Topic: 141, Keyword number: 3
juliet: Topic: 141, Keyword number: 4
suicide: Topic: 141, Keyword number: 5
fortune_all-around: Topic: 141, Keyword number: 6
draws_close: Topic: 141, Keyword number: 7
tricky_subject: Topic: 141, Keyword number: 8
man_took: Topic: 141, Keyword number: 9
kindhearted_approach: Topic: 141, Keyword number: 10
light_kindhearted: Topic: 141, Keyword number: 11
intangible_grace: Topic: 141, Keyword number: 12
source_good: Topic: 141, Keyword number: 13
