terrorist: Topic: 0, Keyword number: 0
better: Topic: 27, Keyword number: 6
seem: Topic: 27, Keyword number: 7
movies: Topic: 27, Keyword number: 8
let: Topic: 27, Keyword number: 9
certainly: Topic: 27, Keyword number: 10
strong: Topic: 27, Keyword number: 11
new: Topic: 27, Keyword number: 12
either: Topic: 27, Keyword number: 13
many: Topic: 27, Keyword number: 14
simple: Topic: 27, Keyword number: 15
city: Topic: 27, Keyword number: 16
released: Topic: 27, Keyword number: 17
movie: Topic: 27, Keyword number: 18
film: Topic: 27, Keyword number: 19
wants: Topic: 27, Keyword number: 20
desire: Topic: 27, Keyword number: 21
i've: Topic: 27, Keyword number: 22
screenplay: Topic: 27, Keyword number: 23
saying: Topic: 27, Keyword number: 24
tilocblob: Topic: 28, Keyword number: 0
tilocblob_tilocblob: Topic: 28, Keyword number: 1
allow_take: Topic: 28, Keyword number: 2
apart_standard: Topic: 28, Keyword number: 3
quickly_interrogated: Topic: 28, Keyword number: 4
reduction: Topic: 28, Keyword number: 5
locblob_tilocblob: Topic: 28, Keyword number: 6
dsdb_locblob: Topic: 28, Keyword number: 7
locblob: Topic: 28, Keyword number: 8
tilocblob_dsdb: Topic: 28, Keyword number: 9
dsdb: Topic: 28, Keyword number: 10
bud_tilocblob: Topic: 28, Keyword number: 11
bud: Topic: 28, Keyword number: 12
ali: Topic: 29, Keyword number: 0
africa: Topic: 29, Keyword number: 1
boxing: Topic: 29, Keyword number: 2
difficulties: Topic: 29, Keyword number: 3
foreman: Topic: 29, Keyword number: 4
black_unity: Topic: 29, Keyword number: 5
gast: Topic: 29, Keyword number: 6
muhammad_ali: Topic: 29, Keyword number: 7
muhammad: Topic: 29, Keyword number: 8
commentators: Topic: 29, Keyword number: 9
celebration: Topic: 29, Keyword number: 10
map: Topic: 29, Keyword number: 11
dream_storyline: Topic: 29, Keyword number: 12
back_new: Topic: 29, Keyword number: 13
bujold_she's: Topic: 29, Keyword number: 14
grieving_loss: Topic: 29, Keyword number: 15
surrounded_police: Topic: 29, Keyword number: 16
salle: Topic: 29, Keyword number: 17
michael_courtland: Topic: 29, Keyword number: 18
wealthy_michael: Topic: 29, Keyword number: 19
thriller_imitation: Topic: 29, Keyword number: 20
looking_eternal: Topic: 29, Keyword number: 21
excitement_unique: Topic: 29, Keyword number: 22
refusing_simplify: Topic: 29, Keyword number: 23
simplify: Topic: 29, Keyword number: 24
let_grease: Topic: 30, Keyword number: 0
seen_hard: Topic: 30, Keyword number: 1
real_self: Topic: 30, Keyword number: 2
perspective_history: Topic: 30, Keyword number: 3
original_musicals: Topic: 30, Keyword number: 4
spark_revival: Topic: 30, Keyword number: 5
succeed_secondly: Topic: 30, Keyword number: 6
magic_required: Topic: 30, Keyword number: 7
conaway_multi-talented: Topic: 30, Keyword number: 8
didn't_break: Topic: 30, Keyword number: 9
entertaining_fantasy: Topic: 30, Keyword number: 10
valjean_meets: Topic: 30, Keyword number: 11
experience_end: Topic: 30, Keyword number: 12
exley_played: Topic: 30, Keyword number: 13
person_feeling: Topic: 30, Keyword number: 14
reasons_definition: Topic: 30, Keyword number: 15
searching_corruption: Topic: 30, Keyword number: 16
lines_say: Topic: 30, Keyword number: 17
underneath_face: Topic: 30, Keyword number: 18
home_it's: Topic: 30, Keyword number: 19
hand_couldn't: Topic: 30, Keyword number: 20
like_sleepless: Topic: 30, Keyword number: 21
beautiful_kind: Topic: 30, Keyword number: 22
james_cromwell: Topic: 30, Keyword number: 23
important_winning: Topic: 30, Keyword number: 24
police: Topic: 31, Keyword number: 0
however: Topic: 31, Keyword number: 1
tarantino: Topic: 31, Keyword number: 2
time: Topic: 31, Keyword number: 3
sam: Topic: 31, Keyword number: 4
perhaps: Topic: 31, Keyword number: 5
acting: Topic: 31, Keyword number: 6
roles: Topic: 31, Keyword number: 7
second: Topic: 31, Keyword number: 8
willis: Topic: 31, Keyword number: 9
performance: Topic: 31, Keyword number: 10
tim: Topic: 31, Keyword number: 11
till_dawn: Topic: 31, Keyword number: 12
dawn: Topic: 31, Keyword number: 13
dusk_till: Topic: 31, Keyword number: 14
dusk: Topic: 31, Keyword number: 15
leonard: Topic: 31, Keyword number: 16
brown: Topic: 31, Keyword number: 17
terrific: Topic: 31, Keyword number: 18
bit: Topic: 31, Keyword number: 19
get: Topic: 31, Keyword number: 20
lewis: Topic: 31, Keyword number: 21
travolta: Topic: 31, Keyword number: 22
dangerous: Topic: 31, Keyword number: 23
supporting_cast: Topic: 31, Keyword number: 24
quilt: Topic: 32, Keyword number: 0
american_quilt: Topic: 32, Keyword number: 1
make_american: Topic: 32, Keyword number: 2
gladys: Topic: 32, Keyword number: 3
patches: Topic: 32, Keyword number: 4
maya_angelou: Topic: 32, Keyword number: 5
angelou: Topic: 32, Keyword number: 6
maya: Topic: 32, Keyword number: 7
constance: Topic: 32, Keyword number: 8
sophia: Topic: 32, Keyword number: 9
ellen_burstyn: Topic: 32, Keyword number: 10
burstyn: Topic: 32, Keyword number: 11
bancroft_ellen: Topic: 32, Keyword number: 12
ann_bancroft: Topic: 32, Keyword number: 13
ann: Topic: 32, Keyword number: 14
ellen: Topic: 32, Keyword number: 15
relationships: Topic: 32, Keyword number: 16
bancroft: Topic: 32, Keyword number: 17
finn's: Topic: 32, Keyword number: 18
winona_ryder: Topic: 32, Keyword number: 19
ryder: Topic: 32, Keyword number: 20
winona: Topic: 32, Keyword number: 21
kate: Topic: 32, Keyword number: 22
she's: Topic: 32, Keyword number: 23
husband: Topic: 32, Keyword number: 24
echoes: Topic: 33, Keyword number: 0
stir_echoes: Topic: 33, Keyword number: 1
stir: Topic: 33, Keyword number: 2
boogie_nights: Topic: 33, Keyword number: 3
tom: Topic: 33, Keyword number: 4
maggie: Topic: 33, Keyword number: 5
erbe: Topic: 33, Keyword number: 6
koepp: Topic: 33, Keyword number: 7
nightclub: Topic: 33, Keyword number: 8
lisa: Topic: 33, Keyword number: 9
erotic: Topic: 33, Keyword number: 10
jake: Topic: 33, Keyword number: 11
sense: Topic: 33, Keyword number: 12
reynolds: Topic: 33, Keyword number: 13
oriental: Topic: 33, Keyword number: 14
douglas: Topic: 33, Keyword number: 15
sister: Topic: 33, Keyword number: 16
maggie's: Topic: 33, Keyword number: 17
kathryn: Topic: 33, Keyword number: 18
visions: Topic: 33, Keyword number: 19
text_spoilers: Topic: 33, Keyword number: 20
note_may: Topic: 33, Keyword number: 21
kevin_bacon: Topic: 33, Keyword number: 22
avoided: Topic: 33, Keyword number: 23
tom's: Topic: 33, Keyword number: 24
farrelly_brothers: Topic: 34, Keyword number: 0
rudolph: Topic: 34, Keyword number: 1
quinn: Topic: 34, Keyword number: 2
chris_elliott: Topic: 34, Keyword number: 3
would_otherwise: Topic: 34, Keyword number: 4
sledgehammer: Topic: 34, Keyword number: 5
handicapped: Topic: 34, Keyword number: 6
unique_movie: Topic: 34, Keyword number: 7
part_magical: Topic: 34, Keyword number: 8
bates_particular: Topic: 34, Keyword number: 9
first-rate_performances: Topic: 34, Keyword number: 10
chillingly_entertaining: Topic: 34, Keyword number: 11
ill_thinking: Topic: 34, Keyword number: 12
strategically_ankles: Topic: 34, Keyword number: 13
near_make: Topic: 34, Keyword number: 14
room_cut: Topic: 34, Keyword number: 15
around_house: Topic: 34, Keyword number: 16
well_immortal: Topic: 34, Keyword number: 17
knocks_glass: Topic: 34, Keyword number: 18
succeeds_knocks: Topic: 34, Keyword number: 19
there's_dinner: Topic: 34, Keyword number: 20
pig_course: Topic: 34, Keyword number: 21
remarkable_piece: Topic: 34, Keyword number: 22
simplicity_it's: Topic: 34, Keyword number: 23
tale_achieves: Topic: 34, Keyword number: 24
anderson: Topic: 35, Keyword number: 0
disturbed: Topic: 35, Keyword number: 1
element: Topic: 35, Keyword number: 2
mullan: Topic: 35, Keyword number: 3
gullette: Topic: 35, Keyword number: 4
team_led: Topic: 35, Keyword number: 5
ship_built: Topic: 35, Keyword number: 6
george_clooney: Topic: 35, Keyword number: 7
dread: Topic: 35, Keyword number: 8
gordo's: Topic: 35, Keyword number: 9
hazardous: Topic: 35, Keyword number: 10
asbestos: Topic: 35, Keyword number: 11
gravity_drive: Topic: 35, Keyword number: 12
invented_gravity: Topic: 35, Keyword number: 13
sexton: Topic: 35, Keyword number: 14
horror_flick: Topic: 35, Keyword number: 15
within_bounds: Topic: 35, Keyword number: 16
something_exciting: Topic: 35, Keyword number: 17
reappeared: Topic: 35, Keyword number: 18
sam_neill: Topic: 35, Keyword number: 19
way_much: Topic: 35, Keyword number: 20
done_well: Topic: 35, Keyword number: 21
get_job: Topic: 35, Keyword number: 22
hence: Topic: 35, Keyword number: 23
would: Topic: 35, Keyword number: 24
really: Topic: 36, Keyword number: 0
stuart: Topic: 36, Keyword number: 1
guy: Topic: 36, Keyword number: 2
complete: Topic: 36, Keyword number: 3
store: Topic: 36, Keyword number: 4
sweet: Topic: 36, Keyword number: 5
got: Topic: 36, Keyword number: 6
you'll: Topic: 36, Keyword number: 7
joy: Topic: 36, Keyword number: 8
spy_shagged: Topic: 36, Keyword number: 9
powers: Topic: 36, Keyword number: 10
review: Topic: 36, Keyword number: 11
interesting: Topic: 36, Keyword number: 12
quickie: Topic: 36, Keyword number: 13
happy_bastard's: Topic: 36, Keyword number: 14
bastard's: Topic: 36, Keyword number: 15
nolte: Topic: 36, Keyword number: 16
comedies: Topic: 36, Keyword number: 17
didn't_really: Topic: 36, Keyword number: 18
master: Topic: 36, Keyword number: 19
haven't: Topic: 36, Keyword number: 20
brothers: Topic: 36, Keyword number: 21
powers_spy: Topic: 36, Keyword number: 22
quickie_review: Topic: 36, Keyword number: 23
bastard's_quickie: Topic: 36, Keyword number: 24
reality: Topic: 37, Keyword number: 0
existenz: Topic: 37, Keyword number: 1
floor: Topic: 37, Keyword number: 2
thirteenth_floor: Topic: 37, Keyword number: 3
thirteenth: Topic: 37, Keyword number: 4
world: Topic: 37, Keyword number: 5
matrix: Topic: 37, Keyword number: 6
virtual: Topic: 37, Keyword number: 7
shrek: Topic: 37, Keyword number: 8
game: Topic: 37, Keyword number: 9
fuller: Topic: 37, Keyword number: 10
virtual_reality: Topic: 37, Keyword number: 11
fairy: Topic: 37, Keyword number: 12
capone: Topic: 37, Keyword number: 13
beautiful: Topic: 37, Keyword number: 14
untouchables: Topic: 37, Keyword number: 15
fiction: Topic: 37, Keyword number: 16
douglas_hall: Topic: 37, Keyword number: 17
creatures: Topic: 37, Keyword number: 18
hall: Topic: 37, Keyword number: 19
computer: Topic: 37, Keyword number: 20
lord_farquaad: Topic: 37, Keyword number: 21
fairy_tale: Topic: 37, Keyword number: 22
entertaining: Topic: 37, Keyword number: 23
created: Topic: 37, Keyword number: 24
time: Topic: 38, Keyword number: 0
way: Topic: 38, Keyword number: 1
films: Topic: 38, Keyword number: 2
white: Topic: 38, Keyword number: 3
performance: Topic: 38, Keyword number: 4
makes: Topic: 38, Keyword number: 5
show: Topic: 38, Keyword number: 6
camera: Topic: 38, Keyword number: 7
along: Topic: 38, Keyword number: 8
heard: Topic: 38, Keyword number: 9
maybe: Topic: 38, Keyword number: 10
set: Topic: 38, Keyword number: 11
who's: Topic: 38, Keyword number: 12
best: Topic: 38, Keyword number: 13
years: Topic: 38, Keyword number: 14
scene: Topic: 38, Keyword number: 15
point: Topic: 38, Keyword number: 16
room: Topic: 38, Keyword number: 17
culture: Topic: 38, Keyword number: 18
give: Topic: 38, Keyword number: 19
escape: Topic: 38, Keyword number: 20
subject: Topic: 38, Keyword number: 21
leading: Topic: 38, Keyword number: 22
she's: Topic: 38, Keyword number: 23
without: Topic: 38, Keyword number: 24
little: Topic: 39, Keyword number: 0
voice: Topic: 39, Keyword number: 1
family: Topic: 39, Keyword number: 2
could: Topic: 39, Keyword number: 3
new: Topic: 39, Keyword number: 4
one: Topic: 39, Keyword number: 5
course: Topic: 39, Keyword number: 6
animated: Topic: 39, Keyword number: 7
mother: Topic: 39, Keyword number: 8
brother: Topic: 39, Keyword number: 9
children: Topic: 39, Keyword number: 10
many: Topic: 39, Keyword number: 11
kind: Topic: 39, Keyword number: 12
find: Topic: 39, Keyword number: 13
next: Topic: 39, Keyword number: 14
home: Topic: 39, Keyword number: 15
would: Topic: 39, Keyword number: 16
situations: Topic: 39, Keyword number: 17
school: Topic: 39, Keyword number: 18
enough: Topic: 39, Keyword number: 19
worth: Topic: 39, Keyword number: 20
power: Topic: 39, Keyword number: 21
funny: Topic: 39, Keyword number: 22
clooney: Topic: 39, Keyword number: 23
return_jedi: Topic: 39, Keyword number: 24
run: Topic: 40, Keyword number: 0
lola: Topic: 40, Keyword number: 1
lola_run: Topic: 40, Keyword number: 2
rico: Topic: 40, Keyword number: 3
run_lola: Topic: 40, Keyword number: 4
groundhog: Topic: 40, Keyword number: 5
groundhog_day: Topic: 40, Keyword number: 6
day: Topic: 40, Keyword number: 7
visual: Topic: 40, Keyword number: 8
style: Topic: 40, Keyword number: 9
director: Topic: 40, Keyword number: 10
frighteners: Topic: 40, Keyword number: 11
rita: Topic: 40, Keyword number: 12
comedy: Topic: 40, Keyword number: 13
macdowell: Topic: 40, Keyword number: 14
tykwer's: Topic: 40, Keyword number: 15
twenty_minutes: Topic: 40, Keyword number: 16
manni: Topic: 40, Keyword number: 17
twenty: Topic: 40, Keyword number: 18
visual_style: Topic: 40, Keyword number: 19
achievement: Topic: 40, Keyword number: 20
marks: Topic: 40, Keyword number: 21
director_ramis: Topic: 40, Keyword number: 22
peter_jackson: Topic: 40, Keyword number: 23
lola's: Topic: 40, Keyword number: 24
memorias: Topic: 41, Keyword number: 0
sean_knows: Topic: 41, Keyword number: 1
aguilar: Topic: 41, Keyword number: 2
current_state: Topic: 41, Keyword number: 3
gutierrez_alea: Topic: 41, Keyword number: 4
alea: Topic: 41, Keyword number: 5
chocolate: Topic: 41, Keyword number: 6
rhys: Topic: 41, Keyword number: 7
propaganda: Topic: 41, Keyword number: 8
acting_good: Topic: 41, Keyword number: 9
fearlessly_imaginative: Topic: 41, Keyword number: 10
titus_isn't: Topic: 41, Keyword number: 11
right_lennix: Topic: 41, Keyword number: 12
however_harry: Topic: 41, Keyword number: 13
viperous_tamora: Topic: 41, Keyword number: 14
tragic_horrifying: Topic: 41, Keyword number: 15
actors_hopkins: Topic: 41, Keyword number: 16
compliment_encompassing: Topic: 41, Keyword number: 17
tricks_story: Topic: 41, Keyword number: 18
often_it's: Topic: 41, Keyword number: 19
times_often: Topic: 41, Keyword number: 20
time_convergence: Topic: 41, Keyword number: 21
relevance_story's: Topic: 41, Keyword number: 22
killing_eldest: Topic: 41, Keyword number: 23
revenge_roman: Topic: 41, Keyword number: 24
attendant: Topic: 42, Keyword number: 0
ullmann's: Topic: 42, Keyword number: 1
unique_portrait: Topic: 42, Keyword number: 2
outcome_cinematography: Topic: 42, Keyword number: 3
sea_cleverly: Topic: 42, Keyword number: 4
startlingly_natural: Topic: 42, Keyword number: 5
chance_portray: Topic: 42, Keyword number: 6
tainsy: Topic: 42, Keyword number: 7
night_jean's: Topic: 42, Keyword number: 8
fantasy_life: Topic: 42, Keyword number: 9
pierre_vernier: Topic: 42, Keyword number: 10
scale_search: Topic: 42, Keyword number: 11
still_star: Topic: 42, Keyword number: 12
magic_movie--special: Topic: 42, Keyword number: 13
big-screen_star: Topic: 42, Keyword number: 14
recommendation_see: Topic: 42, Keyword number: 15
much_small: Topic: 42, Keyword number: 16
digital_stereo: Topic: 42, Keyword number: 17
full-thx: Topic: 42, Keyword number: 18
maven_ben: Topic: 42, Keyword number: 19
reprocessed: Topic: 42, Keyword number: 20
tracks_remixed: Topic: 42, Keyword number: 21
brightened_returned: Topic: 42, Keyword number: 22
shelved_state: Topic: 42, Keyword number: 23
hutt_originally: Topic: 42, Keyword number: 24
concept: Topic: 43, Keyword number: 0
demented: Topic: 43, Keyword number: 1
castle: Topic: 43, Keyword number: 2
mortizen: Topic: 43, Keyword number: 3
cecil_demented: Topic: 43, Keyword number: 4
preminger: Topic: 43, Keyword number: 5
key_moments: Topic: 43, Keyword number: 6
american_pie: Topic: 43, Keyword number: 7
pie: Topic: 43, Keyword number: 8
midway_though: Topic: 43, Keyword number: 9
successfully_instead: Topic: 43, Keyword number: 10
slapstick_order: Topic: 43, Keyword number: 11
characters_darryl: Topic: 43, Keyword number: 12
clear_humor: Topic: 43, Keyword number: 13
sitch_perhaps: Topic: 43, Keyword number: 14
denuto: Topic: 43, Keyword number: 15
live_end: Topic: 43, Keyword number: 16
director_taking: Topic: 43, Keyword number: 17
loyalty_movie: Topic: 43, Keyword number: 18
lines_primrose: Topic: 43, Keyword number: 19
conversations_punch: Topic: 43, Keyword number: 20
natasha_little: Topic: 43, Keyword number: 21
marvel_behold: Topic: 43, Keyword number: 22
touch_marvel: Topic: 43, Keyword number: 23
last_stand: Topic: 43, Keyword number: 24
rules: Topic: 44, Keyword number: 0
cider_house: Topic: 44, Keyword number: 1
cider: Topic: 44, Keyword number: 2
house_rules: Topic: 44, Keyword number: 3
pauline: Topic: 44, Keyword number: 4
lasse: Topic: 44, Keyword number: 5
candy: Topic: 44, Keyword number: 6
wells: Topic: 44, Keyword number: 7
caine: Topic: 44, Keyword number: 8
decision: Topic: 44, Keyword number: 9
hallstrom: Topic: 44, Keyword number: 10
orphanage: Topic: 44, Keyword number: 11
irving: Topic: 44, Keyword number: 12
armande_voizin: Topic: 44, Keyword number: 13
voizin: Topic: 44, Keyword number: 14
vianne's: Topic: 44, Keyword number: 15
victoire_thivisol: Topic: 44, Keyword number: 16
victoire: Topic: 44, Keyword number: 17
juliette_binoche: Topic: 44, Keyword number: 18
it's_extraordinarily: Topic: 44, Keyword number: 19
lobster: Topic: 44, Keyword number: 20
cloud's: Topic: 44, Keyword number: 21
beach_film: Topic: 44, Keyword number: 22
lasse_hallstrom: Topic: 44, Keyword number: 23
pickers: Topic: 44, Keyword number: 24
pupil: Topic: 45, Keyword number: 0
fraser: Topic: 45, Keyword number: 1
todd's: Topic: 45, Keyword number: 2
never_kissed: Topic: 45, Keyword number: 3
neil_jordan: Topic: 45, Keyword number: 4
moore: Topic: 45, Keyword number: 5
renfro's: Topic: 45, Keyword number: 6
